,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
787,41,no,n/a,642,n/a,1,3,life sciences,19990,4,male,76,3,1,research scientist,4,n/a,2782,21412,3,no,22,1,1,11,3,3,5,1,0,1982,n/a,yes
788,25,no,travel_rarely,1382,n/a,8,2,n/a,20180,1,female,85,3,2,sales executive,3,n/a,6477,13684,0,yes,22,2,1,6,3,2,5,0,4,1998,n/a,yes
789,44,no,n/a,1037,n/a,1,3,medical,20961,2,male,42,3,1,research scientist,4,single,6477,13422,6,yes,12,3,0,6,2,3,4,1,2,1979,n/a,yes
790,50,yes,n/a,878,n/a,1,4,n/a,20440,2,male,94,3,2,sales executive,3,n/a,6477,14255,7,no,12,4,2,12,3,2,6,0,1,1973,n/a,yes
791,36,no,n/a,1120,sales,11,4,marketing,20962,2,female,100,2,2,sales executive,4,married,6477,14369,4,no,13,1,1,8,2,2,6,0,0,1987,sales executive  -  sales,no
792,45,no,n/a,374,n/a,20,3,n/a,20460,4,female,50,3,2,sales executive,3,n/a,4850,23333,8,no,15,3,0,11,3,3,5,0,1,1978,n/a,yes
793,40,no,n/a,1194,n/a,2,4,n/a,20963,3,female,98,3,1,research scientist,3,married,2001,12549,2,n/a,14,2,3,20,2,3,5,0,2,1983,n/a,yes
794,35,no,travel_rarely,287,n/a,1,4,n/a,20520,3,female,62,1,1,research scientist,4,married,6477,8952,1,no,12,4,1,4,5,3,4,1,1,1988,n/a,yes
795,29,no,travel_rarely,802,n/a,13,2,other,20530,4,male,46,2,2,laboratory technician,2,n/a,6477,23679,4,n/a,13,1,1,10,2,3,4,0,3,1994,n/a,no
796,34,no,n/a,802,n/a,8,3,n/a,20680,2,male,82,4,2,laboratory technician,3,n/a,4404,10228,2,no,12,1,0,11,3,4,4,1,2,1989,n/a,yes
797,27,no,travel_rarely,591,n/a,2,1,n/a,70,1,male,40,3,1,laboratory technician,2,married,6477,16632,9,no,12,4,1,6,3,3,2,2,2,1996,n/a,no
798,31,no,n/a,670,research & development,26,1,n/a,160,1,male,0,3,1,research scientist,3,divorced,6477,15170,1,n/a,17,4,1,5,1,2,5,4,3,1992,research scientist  -  research & development,yes
799,34,no,travel_rarely,1346,n/a,38,2,n/a,180,2,male,93,3,1,laboratory technician,4,divorced,6477,8758,0,n/a,11,3,1,3,2,3,2,1,2,1989,n/a,yes
800,28,yes,travel_rarely,103,research & development,24,3,life sciences,190,3,male,50,2,1,laboratory technician,3,single,6477,12947,5,yes,14,2,0,6,4,3,4,0,3,1995,laboratory technician  -  research & development,yes
801,32,no,travel_rarely,334,n/a,5,2,n/a,210,1,male,80,4,1,research scientist,2,divorced,6477,15053,0,yes,12,4,2,7,5,2,6,0,5,1991,n/a,yes
802,38,no,n/a,371,research & development,2,3,life sciences,240,4,male,45,3,1,research scientist,4,single,3944,4306,5,yes,11,3,0,6,3,3,3,1,2,1985,research scientist  -  research & development,yes
803,24,no,n/a,673,n/a,11,2,n/a,260,1,female,96,4,2,manufacturing director,3,n/a,6477,8232,0,no,18,4,1,5,5,2,4,1,3,1999,n/a,yes
804,34,yes,n/a,699,n/a,6,1,n/a,310,2,male,83,3,1,research scientist,1,single,2960,17102,2,no,11,3,0,11,2,3,4,1,3,1989,n/a,yes
805,32,yes,travel_frequently,802,research & development,16,1,n/a,330,2,female,72,1,1,research scientist,1,n/a,6477,4681,1,n/a,22,2,0,11,5,3,10,6,7,1991,research scientist  -  research & development,no
806,46,no,travel_rarely,705,n/a,2,4,marketing,380,2,female,83,3,5,manager,1,single,18947,22822,3,n/a,12,4,0,22,2,2,2,2,1,1977,n/a,no
807,44,no,n/a,1459,n/a,10,4,other,400,4,male,41,3,2,healthcare representative,4,married,6465,19121,2,n/a,13,4,0,11,5,4,4,1,3,1979,n/a,no
808,50,yes,travel_rarely,802,n/a,3,2,n/a,470,1,male,86,2,1,sales representative,3,married,2683,3810,1,n/a,14,3,0,3,2,3,3,0,2,1973,n/a,yes
809,35,no,n/a,890,n/a,2,3,marketing,490,4,female,97,3,1,sales representative,4,married,2014,9687,1,no,13,1,0,2,3,3,2,2,2,1988,n/a,yes
810,28,yes,n/a,1434,n/a,5,4,n/a,650,3,male,50,3,1,laboratory technician,3,single,3441,11179,1,yes,13,3,0,2,3,2,2,2,2,1995,n/a,yes
811,26,no,n/a,1443,n/a,22,3,n/a,720,22,female,47,2,2,sales executive,4,married,6477,21436,7,yes,19,3,1,5,2,2,2,0,0,1997,n/a,no
812,35,no,travel_rarely,1142,n/a,31,4,n/a,20964,3,female,30,3,1,laboratory technician,1,n/a,6477,16002,3,yes,15,3,1,4,3,3,2,2,2,1988,n/a,no
813,35,no,n/a,664,n/a,31,3,medical,880,2,male,79,3,1,research scientist,1,married,6477,5868,4,no,13,4,1,5,2,2,3,1,2,1988,n/a,yes
814,37,no,travel_rarely,397,n/a,20,4,medical,1020,1,male,30,3,3,research director,3,n/a,13664,25258,4,n/a,13,1,0,11,3,4,5,0,2,1986,n/a,yes
815,46,no,travel_rarely,802,n/a,38,2,medical,1030,38,male,80,3,2,human resources,2,divorced,5021,10425,8,yes,22,4,1,11,2,3,4,0,2,1977,n/a,yes
816,34,no,travel_rarely,1153,n/a,1,2,medical,1100,1,male,94,3,2,manufacturing director,2,married,6477,17736,1,no,15,3,0,11,2,3,5,1,3,1989,n/a,yes
817,51,no,travel_rarely,432,n/a,9,4,n/a,1160,4,male,96,3,1,laboratory technician,4,n/a,6477,18725,3,n/a,23,2,2,10,4,3,4,0,3,1972,n/a,yes
818,24,no,travel_rarely,1353,sales,3,2,other,1280,1,female,33,3,2,sales executive,3,married,6477,17519,0,no,21,1,1,4,2,2,3,0,2,1999,sales executive  -  sales,yes
819,44,no,n/a,489,n/a,23,3,n/a,1320,2,male,0,3,2,laboratory technician,2,married,6477,25043,4,n/a,12,3,1,11,3,4,3,1,2,1979,n/a,yes
820,37,yes,travel_rarely,807,n/a,6,4,human resources,1330,3,male,63,3,1,human resources,1,divorced,6477,23648,4,n/a,22,4,0,11,3,3,3,0,2,1986,n/a,yes
821,59,no,non_travel,1420,n/a,2,4,human resources,20965,3,female,32,2,5,manager,4,n/a,18844,21922,9,no,21,4,1,11,3,3,3,2,2,1964,n/a,no
822,25,no,n/a,1280,n/a,7,1,n/a,1430,4,male,0,2,1,research scientist,4,married,6477,26897,1,no,11,3,2,11,2,2,2,2,1,1998,n/a,yes
823,43,no,n/a,957,n/a,26,3,medical,1710,2,female,72,4,1,research scientist,3,single,4739,16090,4,n/a,12,4,0,11,2,3,3,1,2,1980,n/a,yes
824,50,no,travel_frequently,809,n/a,12,3,n/a,20966,3,female,77,3,3,sales executive,4,single,6477,6645,4,no,11,4,0,16,3,2,2,2,1,1973,n/a,no
825,31,yes,travel_rarely,542,n/a,20,3,n/a,1750,2,female,71,1,2,sales executive,3,n/a,6477,24788,3,yes,11,3,1,4,2,3,2,2,2,1992,n/a,yes
826,36,no,n/a,216,research & development,6,2,medical,1780,2,male,84,3,2,manufacturing director,2,divorced,6477,2819,6,no,20,4,2,7,0,3,3,0,1,1987,manufacturing director  -  research & development,no
827,51,yes,travel_frequently,1150,n/a,16,4,n/a,1790,1,male,53,1,3,manufacturing director,4,n/a,10650,25150,2,n/a,15,4,0,18,2,3,4,0,3,1972,n/a,no
828,25,no,n/a,802,sales,28,3,life sciences,20967,1,male,41,2,2,sales executive,3,n/a,6477,24835,2,n/a,18,4,0,11,3,3,2,2,2,1998,sales executive  -  sales,no
829,38,no,travel_rarely,364,n/a,3,5,technical degree,1930,4,female,32,3,2,research scientist,3,n/a,4317,2302,3,yes,20,2,0,19,2,2,3,2,2,1985,n/a,no
830,30,no,travel_rarely,201,research & development,5,3,technical degree,1970,4,female,84,3,1,research scientist,1,divorced,6477,10415,5,no,14,4,1,8,3,3,3,2,2,1993,research scientist  -  research & development,yes
831,22,no,n/a,1256,n/a,36,1,medical,20968,36,male,80,3,1,research scientist,4,married,6477,11992,1,no,24,1,2,2,6,3,2,2,2,2001,n/a,yes
832,27,no,non_travel,691,research & development,9,3,medical,2180,4,male,57,3,1,research scientist,2,n/a,2024,5970,6,n/a,18,4,1,11,1,1,2,2,2,1996,research scientist  -  research & development,yes
833,28,no,n/a,440,research & development,21,3,medical,2210,3,male,42,3,1,research scientist,4,married,6477,6672,1,no,11,3,1,5,2,1,5,0,2,1995,research scientist  -  research & development,yes
834,27,no,n/a,1157,n/a,17,3,n/a,2330,3,male,51,3,1,research scientist,2,n/a,3058,13364,0,n/a,16,4,1,6,3,2,5,1,1,1996,n/a,yes
835,56,no,travel_rarely,713,n/a,8,3,life sciences,2410,3,female,67,3,1,research scientist,1,divorced,6477,13939,4,n/a,18,3,1,11,3,2,2,2,2,1967,n/a,yes
836,38,no,travel_rarely,802,n/a,9,2,n/a,2450,3,female,75,3,1,laboratory technician,4,single,6477,6319,1,n/a,12,3,0,11,3,2,2,2,1,1985,n/a,yes
837,31,no,travel_rarely,140,n/a,12,1,medical,2460,3,female,95,3,1,research scientist,4,n/a,3929,6984,8,n/a,23,3,1,7,0,3,4,0,2,1992,n/a,yes
838,34,no,travel_rarely,629,n/a,27,2,medical,2470,4,female,95,3,1,research scientist,2,n/a,6477,5711,2,no,15,4,0,9,3,3,3,1,2,1989,n/a,yes
839,50,no,n/a,328,research & development,1,3,n/a,2490,3,male,86,2,1,laboratory technician,3,n/a,6477,3425,2,n/a,15,4,1,11,2,2,3,0,2,1973,laboratory technician  -  research & development,no
840,53,no,n/a,1084,n/a,13,2,n/a,2500,4,female,0,4,2,manufacturing director,1,divorced,6477,26250,1,no,11,3,2,5,3,3,4,1,3,1970,n/a,no
841,35,no,travel_frequently,802,n/a,24,3,medical,2690,2,female,37,3,2,laboratory technician,2,single,4425,15986,5,n/a,11,4,0,11,5,3,6,1,2,1988,n/a,yes
842,27,no,travel_frequently,472,n/a,1,1,n/a,20969,3,male,60,2,2,manufacturing director,1,married,6477,9679,5,n/a,19,3,1,11,1,3,2,2,0,1996,n/a,no
843,40,no,n/a,905,n/a,38,2,n/a,20970,3,male,99,3,2,laboratory technician,4,married,6477,16523,8,n/a,15,3,1,11,2,4,7,3,7,1983,n/a,yes
844,22,no,n/a,1136,n/a,22,3,life sciences,20971,22,male,60,4,1,research scientist,2,n/a,2328,12392,1,n/a,16,1,1,4,2,2,4,2,2,2001,n/a,no
845,40,no,n/a,1151,n/a,10,5,life sciences,2870,4,male,63,2,2,healthcare representative,4,n/a,6477,14242,9,no,14,4,1,5,5,1,3,0,2,1983,n/a,yes
846,46,no,n/a,644,n/a,1,4,n/a,2880,4,male,0,3,3,healthcare representative,1,n/a,6477,12368,7,no,16,3,1,17,3,3,4,0,3,1977,n/a,yes
847,30,yes,n/a,1005,n/a,3,3,technical degree,2970,4,female,88,3,1,research scientist,1,n/a,2657,8556,5,yes,11,3,0,8,5,3,5,0,4,1993,n/a,yes
848,29,yes,n/a,992,n/a,1,3,n/a,20972,3,male,85,3,1,research scientist,3,single,6477,19757,0,n/a,14,4,0,11,1,2,6,1,5,1994,n/a,no
849,54,no,n/a,1147,n/a,3,3,n/a,3030,4,female,52,3,2,sales executive,1,married,5940,17011,2,n/a,14,4,1,16,4,3,6,0,5,1969,n/a,no
850,33,no,travel_rarely,147,research & development,4,4,n/a,3050,3,female,47,2,1,research scientist,2,married,2622,13248,6,n/a,21,4,0,11,3,3,3,1,1,1990,research scientist  -  research & development,yes
851,52,no,travel_rarely,1323,n/a,2,3,n/a,3160,3,female,89,2,1,laboratory technician,4,single,3212,3300,7,n/a,15,2,0,11,3,2,2,2,2,1971,n/a,yes
852,59,no,travel_rarely,818,human resources,6,2,medical,20973,2,male,0,3,1,human resources,3,married,6477,25657,8,n/a,17,4,0,11,2,2,2,2,2,1964,human resources  -  human resources,no
853,32,yes,n/a,515,n/a,1,3,n/a,20974,4,male,62,2,1,laboratory technician,3,single,6477,9571,0,n/a,14,4,0,4,2,1,3,1,2,1991,n/a,yes
854,39,no,n/a,1431,n/a,24,4,medical,3320,24,female,96,3,1,laboratory technician,3,divorced,6477,15417,7,no,14,3,3,7,1,3,3,1,2,1984,n/a,no
855,32,no,non_travel,976,n/a,26,4,marketing,20975,3,male,100,3,2,sales executive,4,n/a,6477,12069,0,no,18,1,0,4,2,3,3,2,2,1991,n/a,yes
856,31,no,n/a,1327,n/a,3,4,medical,3370,2,male,73,3,3,research director,3,divorced,6477,13523,9,no,12,1,1,11,3,3,2,2,2,1992,n/a,yes
857,33,no,travel_rarely,832,n/a,5,4,life sciences,3380,3,female,63,2,1,research scientist,4,married,2911,14776,1,n/a,13,3,1,2,2,2,2,0,2,1990,n/a,yes
858,45,no,n/a,1199,n/a,23,4,life sciences,3410,1,male,77,4,2,manufacturing director,3,n/a,6477,5118,4,n/a,17,4,1,9,1,3,3,0,2,1978,n/a,yes
859,42,no,n/a,916,research & development,17,2,n/a,3470,4,female,82,4,2,research scientist,1,single,6477,23016,3,yes,13,3,0,11,1,3,3,0,2,1981,research scientist  -  research & development,yes
860,29,no,n/a,1247,n/a,19,2,marketing,3490,4,male,45,3,2,sales executive,4,divorced,6931,10732,2,no,14,4,1,11,2,3,3,0,2,1994,n/a,no
861,25,no,travel_rarely,685,n/a,1,3,n/a,3500,1,female,62,3,2,manufacturing director,3,married,6477,7505,0,no,12,4,2,5,3,3,4,1,2,1998,n/a,no
862,32,no,n/a,128,n/a,2,1,n/a,3620,4,male,84,2,2,laboratory technician,1,n/a,2176,19737,4,no,13,4,0,9,5,3,6,0,4,1991,n/a,no
863,28,no,travel_rarely,1158,n/a,9,3,n/a,20976,4,male,94,3,1,research scientist,4,married,6477,2613,1,no,23,4,1,11,3,2,5,0,4,1995,n/a,yes
864,21,no,travel_rarely,996,n/a,3,2,n/a,3790,4,male,100,2,1,research scientist,3,single,3230,10531,1,no,17,1,0,11,4,4,3,1,0,2002,n/a,no
865,37,no,non_travel,728,n/a,1,4,medical,3800,1,female,80,3,3,research director,4,divorced,6477,11677,2,yes,18,1,2,11,2,3,5,0,2,1986,n/a,no
866,38,no,travel_rarely,688,n/a,23,4,life sciences,3930,4,male,82,3,2,healthcare representative,4,n/a,6477,18899,9,n/a,14,2,1,11,2,3,2,1,2,1985,n/a,no
867,26,yes,travel_rarely,1449,n/a,16,4,medical,3940,1,male,45,3,1,laboratory technician,2,divorced,6477,14180,2,yes,13,4,1,11,2,3,3,0,2,1997,n/a,no
868,49,no,n/a,636,n/a,10,4,life sciences,3960,3,female,0,3,5,research director,1,single,18665,25594,9,yes,11,4,0,11,4,3,3,1,2,1974,n/a,yes
869,31,no,travel_frequently,444,sales,5,3,n/a,20977,4,female,84,3,1,sales representative,2,divorced,2789,3909,1,n/a,11,3,1,2,5,2,2,2,2,1992,sales representative  -  sales,yes
870,37,no,travel_frequently,889,n/a,9,3,medical,4030,2,male,53,3,1,research scientist,4,married,6477,11411,1,n/a,12,3,3,11,3,2,4,1,2,1986,n/a,no
871,31,no,travel_rarely,691,research & development,11,4,n/a,20978,11,male,86,3,1,research scientist,4,married,6477,10077,0,n/a,12,3,1,11,4,3,5,0,3,1992,research scientist  -  research & development,yes
872,31,no,travel_rarely,106,n/a,2,3,human resources,20979,1,male,62,2,2,human resources,1,n/a,6410,17822,3,no,12,4,0,11,1,3,2,1,0,1992,n/a,no
873,31,no,n/a,802,research & development,2,4,n/a,20980,3,male,32,3,1,research scientist,4,n/a,6477,7747,0,n/a,18,2,1,3,2,1,2,2,2,1992,research scientist  -  research & development,yes
874,52,yes,n/a,723,n/a,17,4,medical,20981,17,male,85,2,2,research scientist,2,n/a,4941,17747,2,no,15,1,0,11,3,2,8,7,7,1971,n/a,no
875,28,yes,n/a,1157,n/a,2,4,medical,20982,1,male,84,1,1,research scientist,4,married,6477,24737,5,yes,13,4,0,11,4,2,3,2,2,1995,n/a,yes
876,47,no,travel_rarely,1482,n/a,5,5,n/a,20983,4,male,42,3,5,research director,3,married,6477,16375,4,n/a,11,2,1,21,2,3,3,1,1,1976,n/a,no
877,29,no,n/a,738,n/a,9,5,other,20984,2,male,30,2,1,laboratory technician,4,n/a,3983,7621,0,no,17,3,0,4,2,2,3,2,2,1994,n/a,yes
878,37,no,n/a,1192,n/a,5,2,medical,20985,4,male,61,3,2,manufacturing director,4,n/a,6347,23177,7,no,16,3,2,8,2,2,6,0,4,1986,n/a,yes
879,23,no,n/a,1309,n/a,26,1,n/a,20986,3,male,83,3,1,research scientist,4,n/a,2904,16092,1,n/a,12,3,2,11,2,2,4,0,2,2000,n/a,no
880,42,no,travel_rarely,544,human resources,2,1,n/a,20987,3,male,52,3,1,human resources,3,divorced,2696,24017,0,yes,11,3,1,4,5,3,3,1,0,1981,human resources  -  human resources,no
881,30,no,n/a,641,sales,25,2,n/a,20988,4,female,85,3,2,sales executive,3,n/a,6477,6069,7,n/a,12,2,1,4,2,4,2,2,2,1993,sales executive  -  sales,no
882,21,yes,n/a,756,n/a,31,1,n/a,20989,1,female,99,2,1,sales representative,2,single,2174,9150,1,n/a,11,3,0,3,3,3,3,1,2,2002,n/a,yes
883,57,no,travel_rarely,593,n/a,1,4,medical,20990,4,male,88,3,2,healthcare representative,3,n/a,6755,2967,2,no,11,3,0,11,2,3,3,1,2,1966,n/a,yes
884,21,no,n/a,895,n/a,9,2,n/a,20991,1,male,39,3,1,sales representative,4,single,6477,2851,1,n/a,24,3,0,3,3,2,3,2,2,2002,n/a,yes
885,31,no,travel_rarely,408,n/a,9,4,life sciences,20992,3,male,42,2,1,research scientist,2,n/a,2657,7551,0,n/a,16,4,0,3,5,3,2,2,2,1992,n/a,yes
886,29,no,n/a,1283,research & development,17,3,n/a,20993,17,male,54,3,1,research scientist,4,n/a,6477,18168,9,no,16,4,0,6,4,3,3,1,2,1994,research scientist  -  research & development,no
887,27,no,travel_rarely,1469,n/a,1,2,n/a,20994,4,male,82,3,1,laboratory technician,2,n/a,6477,17881,1,no,11,2,1,5,2,3,5,0,4,1996,n/a,yes
888,49,no,travel_rarely,1261,n/a,7,3,other,20995,2,male,31,2,3,healthcare representative,3,single,10965,12066,8,no,24,3,0,11,2,3,5,0,0,1974,n/a,yes
889,36,no,travel_rarely,329,n/a,2,3,n/a,20996,4,female,96,3,1,research scientist,3,married,2543,11868,4,no,13,2,1,11,3,3,2,2,2,1987,n/a,yes
890,34,yes,non_travel,1362,n/a,19,3,marketing,20997,1,male,67,4,2,sales executive,4,n/a,5304,4652,8,yes,13,2,0,11,3,2,5,0,4,1989,n/a,yes
891,24,no,n/a,1371,n/a,10,4,marketing,20998,4,female,77,3,2,sales executive,3,divorced,6477,5915,1,yes,12,4,1,11,2,4,5,0,3,1999,n/a,yes
892,42,no,n/a,201,n/a,1,4,n/a,20999,2,female,0,3,1,laboratory technician,1,n/a,6477,20490,3,no,16,2,1,8,5,3,5,1,2,1981,n/a,yes
893,54,no,n/a,821,n/a,5,2,medical,21000,1,male,86,3,5,research director,1,married,19406,8509,4,n/a,11,3,1,24,4,2,4,1,2,1969,n/a,no
894,34,no,n/a,1381,n/a,4,4,n/a,21001,3,female,72,3,2,sales executive,3,married,6538,12740,9,no,15,1,1,11,3,3,3,1,2,1989,n/a,yes
895,43,no,n/a,313,n/a,21,3,n/a,21002,4,male,61,3,1,laboratory technician,4,n/a,2258,15238,7,n/a,20,1,1,11,1,3,3,1,2,1980,n/a,yes
896,43,no,travel_rarely,1473,n/a,8,4,other,21003,3,female,74,3,2,healthcare representative,3,n/a,6477,2227,4,yes,14,4,0,11,3,3,5,0,2,1980,n/a,yes
897,31,no,travel_rarely,329,n/a,1,2,n/a,21004,4,male,98,2,1,laboratory technician,1,married,2218,16193,1,no,12,3,1,4,3,2,4,3,2,1992,n/a,no
898,25,yes,travel_rarely,688,n/a,3,3,medical,21005,1,male,91,3,1,laboratory technician,1,married,6477,9396,5,no,13,3,1,6,5,2,2,0,2,1998,n/a,yes
899,45,no,n/a,192,n/a,10,2,life sciences,21006,1,male,69,3,1,research scientist,4,married,2654,9655,3,no,21,4,2,8,3,2,2,0,2,1978,n/a,yes
900,52,no,travel_rarely,1490,n/a,4,2,life sciences,21007,4,female,0,3,4,manager,4,married,6477,10310,2,no,13,4,0,31,2,1,5,1,4,1971,n/a,no
901,34,yes,travel_frequently,296,n/a,6,2,n/a,5550,4,female,33,1,1,sales representative,3,n/a,6477,12253,0,no,16,4,1,3,3,2,2,1,0,1989,n/a,yes
902,26,no,travel_rarely,1349,n/a,23,3,life sciences,21008,1,female,90,3,1,research scientist,4,divorced,6477,3032,1,no,22,2,2,11,3,1,3,0,2,1997,n/a,yes
903,29,no,n/a,986,n/a,3,4,n/a,5640,2,male,93,2,3,research director,3,n/a,11935,21526,1,no,18,3,0,11,2,3,10,0,7,1994,n/a,yes
904,29,yes,n/a,408,n/a,25,5,technical degree,21009,3,female,71,2,1,research scientist,2,married,2546,18300,5,no,16,2,0,6,2,4,2,1,1,1994,n/a,no
905,46,no,n/a,1009,n/a,2,3,life sciences,21010,1,male,51,3,4,research director,3,married,17861,2288,6,no,13,3,0,11,2,1,3,0,1,1977,n/a,no
906,46,no,n/a,1125,n/a,10,3,marketing,5800,3,female,94,2,3,sales executive,4,n/a,6477,11563,2,n/a,19,3,1,15,3,3,3,1,2,1977,n/a,no
907,30,no,travel_rarely,413,sales,7,1,marketing,5850,4,male,57,3,1,sales representative,2,single,6477,18398,0,n/a,14,1,0,11,3,3,3,1,2,1993,sales representative  -  sales,yes
908,34,yes,travel_frequently,988,human resources,23,3,n/a,21011,2,female,43,3,3,human resources,1,divorced,6477,11533,9,yes,15,3,3,11,2,3,3,0,2,1989,human resources  -  human resources,no
909,42,no,n/a,1474,n/a,5,2,other,5910,2,male,97,3,1,laboratory technician,3,married,6477,9260,4,no,17,4,1,11,4,2,2,2,0,1981,n/a,yes
910,22,yes,n/a,1368,research & development,25,1,technical degree,5930,3,male,99,2,1,laboratory technician,3,single,3894,9129,5,no,16,3,0,4,3,3,2,1,2,2001,laboratory technician  -  research & development,yes
911,29,no,travel_rarely,232,n/a,19,3,technical degree,6110,4,male,34,3,2,manufacturing director,4,divorced,4262,22645,4,no,12,2,2,8,2,4,3,1,2,1994,n/a,yes
912,46,no,travel_frequently,1034,research & development,18,1,medical,6240,1,female,86,3,3,healthcare representative,3,married,10527,8984,5,no,11,4,0,11,3,2,2,1,2,1977,healthcare representative  -  research & development,yes
913,32,yes,n/a,1474,sales,11,4,other,6310,4,male,0,4,2,sales executive,3,n/a,6477,23914,8,n/a,12,4,0,11,2,3,4,1,2,1991,sales executive  -  sales,yes
914,24,no,n/a,802,n/a,24,3,medical,6320,4,male,38,3,1,sales representative,4,n/a,2400,5530,0,no,13,3,2,3,3,3,2,2,1,1999,n/a,no
915,35,no,travel_rarely,538,n/a,25,2,n/a,6520,1,male,54,2,2,laboratory technician,4,single,3681,14004,4,no,14,4,0,11,3,3,3,0,2,1988,n/a,no
916,42,no,n/a,622,n/a,2,4,life sciences,6590,3,female,81,3,2,healthcare representative,4,married,6477,5718,1,no,13,2,2,10,4,3,10,2,2,1981,n/a,yes
917,48,no,travel_rarely,1236,n/a,1,4,n/a,6640,4,female,40,2,4,manager,1,married,6477,17997,7,no,11,1,1,21,3,1,3,0,2,1975,n/a,yes
918,44,no,travel_rarely,1112,n/a,1,4,n/a,6650,1,female,50,2,2,human resources,3,n/a,6477,26894,4,no,11,2,0,10,1,4,2,0,2,1979,n/a,yes
919,34,no,n/a,204,sales,14,3,n/a,6660,3,female,31,3,1,sales representative,3,n/a,6477,2912,1,yes,18,4,2,8,3,3,8,0,6,1989,sales representative  -  sales,yes
920,21,no,n/a,1343,n/a,22,1,technical degree,21012,3,male,49,3,1,sales representative,3,n/a,3447,24444,1,n/a,11,3,0,11,2,3,3,1,2,2002,n/a,yes
921,44,no,travel_rarely,1315,n/a,3,4,n/a,6710,4,male,35,3,5,manager,4,n/a,19513,9358,4,n/a,12,1,1,26,2,4,2,0,1,1979,n/a,yes
922,22,no,travel_rarely,802,n/a,6,1,medical,6750,1,male,69,3,1,research scientist,3,married,6477,12145,0,n/a,20,4,0,11,3,3,2,2,2,2001,n/a,yes
923,26,no,travel_rarely,991,n/a,6,3,n/a,6860,3,female,71,3,1,laboratory technician,4,n/a,2659,17759,1,yes,13,3,1,11,2,3,3,0,2,1997,n/a,no
924,36,no,n/a,913,n/a,9,2,medical,6990,2,male,48,2,2,manufacturing director,2,n/a,8847,13934,2,yes,11,3,1,13,2,3,3,0,2,1987,n/a,yes
925,27,no,n/a,1115,n/a,3,4,medical,21013,1,male,54,2,1,research scientist,4,single,2045,15174,0,n/a,13,4,0,5,0,3,4,1,1,1996,n/a,yes
926,23,no,travel_rarely,885,n/a,4,3,n/a,7050,1,male,58,4,1,research scientist,1,n/a,6477,8544,2,n/a,16,1,1,5,3,4,3,0,2,2000,n/a,no
927,25,no,n/a,810,n/a,8,3,life sciences,7070,4,male,57,4,2,sales executive,2,n/a,4851,15678,0,no,22,3,1,4,4,3,3,1,2,1998,n/a,no
928,48,no,n/a,817,n/a,14,1,n/a,7120,14,male,56,4,2,sales executive,2,married,8120,18597,3,n/a,12,4,0,11,3,3,2,2,2,1975,n/a,yes
929,24,yes,travel_rarely,693,n/a,3,2,life sciences,21014,1,female,65,3,2,sales executive,3,single,4577,24785,9,no,14,1,0,11,3,3,2,2,0,1999,n/a,yes
930,60,no,travel_rarely,1179,n/a,16,4,n/a,7320,1,male,84,3,2,sales executive,1,single,5405,11924,8,no,14,4,0,10,1,3,2,2,2,1963,n/a,no
931,50,no,n/a,316,n/a,8,4,marketing,7380,4,male,54,3,1,sales representative,2,married,6477,9983,7,no,15,4,1,4,2,3,2,2,2,1973,n/a,yes
932,44,no,non_travel,381,n/a,24,3,n/a,7440,1,male,49,1,1,laboratory technician,3,single,3708,2104,2,n/a,14,3,0,9,5,3,5,1,4,1979,n/a,no
933,47,no,travel_frequently,217,n/a,3,3,n/a,7460,4,female,49,3,4,sales executive,3,divorced,13770,10225,9,yes,12,4,2,28,2,2,22,11,13,1976,n/a,yes
934,42,yes,n/a,933,n/a,19,3,n/a,7520,3,male,57,4,1,research scientist,3,divorced,6477,20366,6,n/a,12,4,0,11,2,3,2,2,2,1981,n/a,yes
935,43,no,travel_frequently,775,n/a,15,3,life sciences,7540,4,male,47,2,2,sales executive,4,married,6477,23683,3,n/a,18,3,1,7,5,3,2,2,2,1980,n/a,yes
936,40,no,n/a,804,n/a,2,1,n/a,21015,4,female,86,2,1,research scientist,4,single,6477,22929,0,n/a,20,4,0,5,2,2,4,2,3,1983,n/a,no
937,29,no,n/a,1090,sales,10,3,n/a,21016,4,male,83,3,1,sales representative,2,n/a,2297,17967,1,no,14,4,2,11,2,3,2,2,2,1994,sales representative  -  sales,no
938,53,no,n/a,346,n/a,6,3,n/a,7690,4,male,86,3,2,laboratory technician,4,single,2450,10919,2,n/a,17,4,0,19,4,3,2,2,2,1970,n/a,no
939,23,no,travel_rarely,310,research & development,12,1,medical,21017,1,male,79,4,1,research scientist,3,single,6477,19630,1,n/a,18,4,0,11,3,3,2,0,2,2000,research scientist  -  research & development,no
940,55,yes,n/a,725,n/a,2,3,medical,21018,4,male,78,3,5,manager,1,n/a,6477,21199,5,yes,13,4,1,24,2,3,5,1,4,1968,n/a,no
941,26,no,travel_frequently,575,n/a,1,2,life sciences,7920,1,female,71,1,1,laboratory technician,4,n/a,6477,5288,3,no,14,1,1,11,2,3,2,2,0,1997,n/a,yes
