age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
31,no,n/a,1327,n/a,3,4,medical,337,2,male,73,3,3,research director,3,divorced,6477,13523,9,no,12,1,1,11,3,3,2,2,2,1992,n/a,yes
33,no,travel_rarely,832,n/a,5,4,life sciences,338,3,female,63,2,1,research scientist,4,married,2911,14776,1,n/a,13,3,1,2,2,2,2,0,2,1990,n/a,yes
45,no,n/a,1199,n/a,23,4,life sciences,341,1,male,77,4,2,manufacturing director,3,n/a,6477,5118,4,n/a,17,4,1,9,1,3,3,0,2,1978,n/a,yes
42,no,n/a,916,research & development,17,2,n/a,347,4,female,82,4,2,research scientist,1,single,6477,23016,3,yes,13,3,0,11,1,3,3,0,2,1981,research scientist  -  research & development,yes
29,no,n/a,1247,n/a,19,2,marketing,349,4,male,45,3,2,sales executive,4,divorced,6931,10732,2,no,14,4,1,11,2,3,3,0,2,1994,n/a,no
25,no,travel_rarely,685,n/a,1,3,n/a,350,1,female,62,3,2,manufacturing director,3,married,6477,7505,0,no,12,4,2,5,3,3,4,1,2,1998,n/a,no
32,no,n/a,128,n/a,2,1,n/a,362,4,male,84,2,2,laboratory technician,1,n/a,2176,19737,4,no,13,4,0,9,5,3,6,0,4,1991,n/a,no
28,no,travel_rarely,1158,n/a,9,3,n/a,1000,4,male,94,3,1,research scientist,4,married,6477,2613,1,no,23,4,1,11,3,2,5,0,4,1995,n/a,yes
21,no,travel_rarely,996,n/a,3,2,n/a,379,4,male,100,2,1,research scientist,3,single,3230,10531,1,no,17,1,0,11,4,4,3,1,0,2002,n/a,no
37,no,non_travel,728,n/a,1,4,medical,380,1,female,80,3,3,research director,4,divorced,6477,11677,2,yes,18,1,2,11,2,3,5,0,2,1986,n/a,no
38,no,travel_rarely,688,n/a,23,4,life sciences,393,4,male,82,3,2,healthcare representative,4,n/a,6477,18899,9,n/a,14,2,1,11,2,3,2,1,2,1985,n/a,no
26,yes,travel_rarely,1449,n/a,16,4,medical,394,1,male,45,3,1,laboratory technician,2,divorced,6477,14180,2,yes,13,4,1,11,2,3,3,0,2,1997,n/a,no
49,no,n/a,636,n/a,10,4,life sciences,396,3,female,0,3,5,research director,1,single,18665,25594,9,yes,11,4,0,11,4,3,3,1,2,1974,n/a,yes
31,no,travel_frequently,444,sales,5,3,n/a,1000,4,female,84,3,1,sales representative,2,divorced,2789,3909,1,n/a,11,3,1,2,5,2,2,2,2,1992,sales representative  -  sales,yes
37,no,travel_frequently,889,n/a,9,3,medical,403,2,male,53,3,1,research scientist,4,married,6477,11411,1,n/a,12,3,3,11,3,2,4,1,2,1986,n/a,no
31,no,travel_rarely,691,research & development,11,4,n/a,423,11,male,86,3,1,research scientist,4,married,6477,10077,0,n/a,12,3,1,11,4,3,5,0,3,1992,research scientist  -  research & development,yes
31,no,travel_rarely,106,n/a,2,3,human resources,424,1,male,62,2,2,human resources,1,n/a,6410,17822,3,no,12,4,0,11,1,3,2,1,0,1992,n/a,no
31,no,n/a,802,research & development,2,4,n/a,1000,3,male,32,3,1,research scientist,4,n/a,6477,7747,0,n/a,18,2,1,3,2,1,2,2,2,1992,research scientist  -  research & development,yes
52,yes,n/a,723,n/a,17,4,medical,433,17,male,85,2,2,research scientist,2,n/a,4941,17747,2,no,15,1,0,11,3,2,8,7,7,1971,n/a,no
28,yes,n/a,1157,n/a,2,4,medical,440,1,male,84,1,1,research scientist,4,married,6477,24737,5,yes,13,4,0,11,4,2,3,2,2,1995,n/a,yes
47,no,travel_rarely,1482,n/a,5,5,n/a,447,4,male,42,3,5,research director,3,married,6477,16375,4,n/a,11,2,1,21,2,3,3,1,1,1976,n/a,no
29,no,n/a,738,n/a,9,5,other,455,2,male,30,2,1,laboratory technician,4,n/a,3983,7621,0,no,17,3,0,4,2,2,3,2,2,1994,n/a,yes
37,no,n/a,1192,n/a,5,2,medical,460,4,male,61,3,2,manufacturing director,4,n/a,6347,23177,7,no,16,3,2,8,2,2,6,0,4,1986,n/a,yes
23,no,n/a,1309,n/a,26,1,n/a,465,3,male,83,3,1,research scientist,4,n/a,2904,16092,1,n/a,12,3,2,11,2,2,4,0,2,2000,n/a,no
42,no,travel_rarely,544,human resources,2,1,n/a,470,3,male,52,3,1,human resources,3,divorced,2696,24017,0,yes,11,3,1,4,5,3,3,1,0,1981,human resources  -  human resources,no
30,no,n/a,641,sales,25,2,n/a,475,4,female,85,3,2,sales executive,3,n/a,6477,6069,7,n/a,12,2,1,4,2,4,2,2,2,1993,sales executive  -  sales,no
21,yes,n/a,756,n/a,31,1,n/a,478,1,female,99,2,1,sales representative,2,single,2174,9150,1,n/a,11,3,0,3,3,3,3,1,2,2002,n/a,yes
57,no,travel_rarely,593,n/a,1,4,medical,482,4,male,88,3,2,healthcare representative,3,n/a,6755,2967,2,no,11,3,0,11,2,3,3,1,2,1966,n/a,yes
21,no,n/a,895,n/a,9,2,n/a,1000,1,male,39,3,1,sales representative,4,single,6477,2851,1,n/a,24,3,0,3,3,2,3,2,2,2002,n/a,yes
31,no,travel_rarely,408,n/a,9,4,life sciences,1000,3,male,42,2,1,research scientist,2,n/a,2657,7551,0,n/a,16,4,0,3,5,3,2,2,2,1992,n/a,yes
29,no,n/a,1283,research & development,17,3,n/a,495,17,male,54,3,1,research scientist,4,n/a,6477,18168,9,no,16,4,0,6,4,3,3,1,2,1994,research scientist  -  research & development,no
27,no,travel_rarely,1469,n/a,1,2,n/a,1000,4,male,82,3,1,laboratory technician,2,n/a,6477,17881,1,no,11,2,1,5,2,3,5,0,4,1996,n/a,yes
49,no,travel_rarely,1261,n/a,7,3,other,1000,2,male,31,2,3,healthcare representative,3,single,10965,12066,8,no,24,3,0,11,2,3,5,0,0,1974,n/a,yes
36,no,travel_rarely,329,n/a,2,3,n/a,501,4,female,96,3,1,research scientist,3,married,2543,11868,4,no,13,2,1,11,3,3,2,2,2,1987,n/a,yes
34,yes,non_travel,1362,n/a,19,3,marketing,502,1,male,67,4,2,sales executive,4,n/a,5304,4652,8,yes,13,2,0,11,3,2,5,0,4,1989,n/a,yes
24,no,n/a,1371,n/a,10,4,marketing,507,4,female,77,3,2,sales executive,3,divorced,6477,5915,1,yes,12,4,1,11,2,4,5,0,3,1999,n/a,yes
42,no,n/a,201,n/a,1,4,n/a,517,2,female,0,3,1,laboratory technician,1,n/a,6477,20490,3,no,16,2,1,8,5,3,5,1,2,1981,n/a,yes
54,no,n/a,821,n/a,5,2,medical,522,1,male,86,3,5,research director,1,married,19406,8509,4,n/a,11,3,1,24,4,2,4,1,2,1969,n/a,no
34,no,n/a,1381,n/a,4,4,n/a,523,3,female,72,3,2,sales executive,3,married,6538,12740,9,no,15,1,1,11,3,3,3,1,2,1989,n/a,yes
43,no,n/a,313,n/a,21,3,n/a,525,4,male,61,3,1,laboratory technician,4,n/a,2258,15238,7,n/a,20,1,1,11,1,3,3,1,2,1980,n/a,yes
43,no,travel_rarely,1473,n/a,8,4,other,526,3,female,74,3,2,healthcare representative,3,n/a,6477,2227,4,yes,14,4,0,11,3,3,5,0,2,1980,n/a,yes
31,no,travel_rarely,329,n/a,1,2,n/a,530,4,male,98,2,1,laboratory technician,1,married,2218,16193,1,no,12,3,1,4,3,2,4,3,2,1992,n/a,no
25,yes,travel_rarely,688,n/a,3,3,medical,1000,1,male,91,3,1,laboratory technician,1,married,6477,9396,5,no,13,3,1,6,5,2,2,0,2,1998,n/a,yes
45,no,n/a,192,n/a,10,2,life sciences,544,1,male,69,3,1,research scientist,4,married,2654,9655,3,no,21,4,2,8,3,2,2,0,2,1978,n/a,yes
52,no,travel_rarely,1490,n/a,4,2,life sciences,1000,4,female,0,3,4,manager,4,married,6477,10310,2,no,13,4,0,31,2,1,5,1,4,1971,n/a,no
34,yes,travel_frequently,296,n/a,6,2,n/a,555,4,female,33,1,1,sales representative,3,n/a,6477,12253,0,no,16,4,1,3,3,2,2,1,0,1989,n/a,yes
26,no,travel_rarely,1349,n/a,23,3,life sciences,1000,1,female,90,3,1,research scientist,4,divorced,6477,3032,1,no,22,2,2,11,3,1,3,0,2,1997,n/a,yes
29,no,n/a,986,n/a,3,4,n/a,564,2,male,93,2,3,research director,3,n/a,11935,21526,1,no,18,3,0,11,2,3,10,0,7,1994,n/a,yes
29,yes,n/a,408,n/a,25,5,technical degree,1000,3,female,71,2,1,research scientist,2,married,2546,18300,5,no,16,2,0,6,2,4,2,1,1,1994,n/a,no
46,no,n/a,1009,n/a,2,3,life sciences,1000,1,male,51,3,4,research director,3,married,17861,2288,6,no,13,3,0,11,2,1,3,0,1,1977,n/a,no
46,no,n/a,1125,n/a,10,3,marketing,580,3,female,94,2,3,sales executive,4,n/a,6477,11563,2,n/a,19,3,1,15,3,3,3,1,2,1977,n/a,no
30,no,travel_rarely,413,sales,7,1,marketing,585,4,male,57,3,1,sales representative,2,single,6477,18398,0,n/a,14,1,0,11,3,3,3,1,2,1993,sales representative  -  sales,yes
34,yes,travel_frequently,988,human resources,23,3,n/a,1000,2,female,43,3,3,human resources,1,divorced,6477,11533,9,yes,15,3,3,11,2,3,3,0,2,1989,human resources  -  human resources,no
42,no,n/a,1474,n/a,5,2,other,591,2,male,97,3,1,laboratory technician,3,married,6477,9260,4,no,17,4,1,11,4,2,2,2,0,1981,n/a,yes
22,yes,n/a,1368,research & development,25,1,technical degree,593,3,male,99,2,1,laboratory technician,3,single,3894,9129,5,no,16,3,0,4,3,3,2,1,2,2001,laboratory technician  -  research & development,yes
29,no,travel_rarely,232,n/a,19,3,technical degree,611,4,male,34,3,2,manufacturing director,4,divorced,4262,22645,4,no,12,2,2,8,2,4,3,1,2,1994,n/a,yes
46,no,travel_frequently,1034,research & development,18,1,medical,624,1,female,86,3,3,healthcare representative,3,married,10527,8984,5,no,11,4,0,11,3,2,2,1,2,1977,healthcare representative  -  research & development,yes
32,yes,n/a,1474,sales,11,4,other,631,4,male,0,4,2,sales executive,3,n/a,6477,23914,8,n/a,12,4,0,11,2,3,4,1,2,1991,sales executive  -  sales,yes
24,no,n/a,802,n/a,24,3,medical,632,4,male,38,3,1,sales representative,4,n/a,2400,5530,0,no,13,3,2,3,3,3,2,2,1,1999,n/a,no
35,no,travel_rarely,538,n/a,25,2,n/a,652,1,male,54,2,2,laboratory technician,4,single,3681,14004,4,no,14,4,0,11,3,3,3,0,2,1988,n/a,no
42,no,n/a,622,n/a,2,4,life sciences,659,3,female,81,3,2,healthcare representative,4,married,6477,5718,1,no,13,2,2,10,4,3,10,2,2,1981,n/a,yes
48,no,travel_rarely,1236,n/a,1,4,n/a,664,4,female,40,2,4,manager,1,married,6477,17997,7,no,11,1,1,21,3,1,3,0,2,1975,n/a,yes
44,no,travel_rarely,1112,n/a,1,4,n/a,665,1,female,50,2,2,human resources,3,n/a,6477,26894,4,no,11,2,0,10,1,4,2,0,2,1979,n/a,yes
34,no,n/a,204,sales,14,3,n/a,666,3,female,31,3,1,sales representative,3,n/a,6477,2912,1,yes,18,4,2,8,3,3,8,0,6,1989,sales representative  -  sales,yes
21,no,n/a,1343,n/a,22,1,technical degree,1000,3,male,49,3,1,sales representative,3,n/a,3447,24444,1,n/a,11,3,0,11,2,3,3,1,2,2002,n/a,yes
44,no,travel_rarely,1315,n/a,3,4,n/a,671,4,male,35,3,5,manager,4,n/a,19513,9358,4,n/a,12,1,1,26,2,4,2,0,1,1979,n/a,yes
22,no,travel_rarely,802,n/a,6,1,medical,675,1,male,69,3,1,research scientist,3,married,6477,12145,0,n/a,20,4,0,11,3,3,2,2,2,2001,n/a,yes
26,no,travel_rarely,991,n/a,6,3,n/a,686,3,female,71,3,1,laboratory technician,4,n/a,2659,17759,1,yes,13,3,1,11,2,3,3,0,2,1997,n/a,no
36,no,n/a,913,n/a,9,2,medical,699,2,male,48,2,2,manufacturing director,2,n/a,8847,13934,2,yes,11,3,1,13,2,3,3,0,2,1987,n/a,yes
27,no,n/a,1115,n/a,3,4,medical,1000,1,male,54,2,1,research scientist,4,single,2045,15174,0,n/a,13,4,0,5,0,3,4,1,1,1996,n/a,yes
23,no,travel_rarely,885,n/a,4,3,n/a,705,1,male,58,4,1,research scientist,1,n/a,6477,8544,2,n/a,16,1,1,5,3,4,3,0,2,2000,n/a,no
25,no,n/a,810,n/a,8,3,life sciences,707,4,male,57,4,2,sales executive,2,n/a,4851,15678,0,no,22,3,1,4,4,3,3,1,2,1998,n/a,no
48,no,n/a,817,n/a,14,1,n/a,712,14,male,56,4,2,sales executive,2,married,8120,18597,3,n/a,12,4,0,11,3,3,2,2,2,1975,n/a,yes
24,yes,travel_rarely,693,n/a,3,2,life sciences,1000,1,female,65,3,2,sales executive,3,single,4577,24785,9,no,14,1,0,11,3,3,2,2,0,1999,n/a,yes
60,no,travel_rarely,1179,n/a,16,4,n/a,732,1,male,84,3,2,sales executive,1,single,5405,11924,8,no,14,4,0,10,1,3,2,2,2,1963,n/a,no
50,no,n/a,316,n/a,8,4,marketing,738,4,male,54,3,1,sales representative,2,married,6477,9983,7,no,15,4,1,4,2,3,2,2,2,1973,n/a,yes
44,no,non_travel,381,n/a,24,3,n/a,744,1,male,49,1,1,laboratory technician,3,single,3708,2104,2,n/a,14,3,0,9,5,3,5,1,4,1979,n/a,no
47,no,travel_frequently,217,n/a,3,3,n/a,746,4,female,49,3,4,sales executive,3,divorced,13770,10225,9,yes,12,4,2,28,2,2,22,11,13,1976,n/a,yes
42,yes,n/a,933,n/a,19,3,n/a,752,3,male,57,4,1,research scientist,3,divorced,6477,20366,6,n/a,12,4,0,11,2,3,2,2,2,1981,n/a,yes
43,no,travel_frequently,775,n/a,15,3,life sciences,754,4,male,47,2,2,sales executive,4,married,6477,23683,3,n/a,18,3,1,7,5,3,2,2,2,1980,n/a,yes
40,no,n/a,804,n/a,2,1,n/a,1000,4,female,86,2,1,research scientist,4,single,6477,22929,0,n/a,20,4,0,5,2,2,4,2,3,1983,n/a,no
29,no,n/a,1090,sales,10,3,n/a,1000,4,male,83,3,1,sales representative,2,n/a,2297,17967,1,no,14,4,2,11,2,3,2,2,2,1994,sales representative  -  sales,no
53,no,n/a,346,n/a,6,3,n/a,769,4,male,86,3,2,laboratory technician,4,single,2450,10919,2,n/a,17,4,0,19,4,3,2,2,2,1970,n/a,no
23,no,travel_rarely,310,research & development,12,1,medical,1000,1,male,79,4,1,research scientist,3,single,6477,19630,1,n/a,18,4,0,11,3,3,2,0,2,2000,research scientist  -  research & development,no
55,yes,n/a,725,n/a,2,3,medical,1000,4,male,78,3,5,manager,1,n/a,6477,21199,5,yes,13,4,1,24,2,3,5,1,4,1968,n/a,no
26,no,travel_frequently,575,n/a,1,2,life sciences,792,1,female,71,1,1,laboratory technician,4,n/a,6477,5288,3,no,14,1,1,11,2,3,2,2,0,1997,n/a,yes
34,no,travel_rarely,182,n/a,1,4,n/a,797,2,female,72,4,1,research scientist,4,single,6477,13551,2,no,16,3,0,11,2,3,4,1,3,1989,n/a,no
27,no,n/a,829,n/a,8,1,marketing,800,3,male,84,3,2,sales executive,4,married,4342,24008,0,n/a,19,2,1,5,3,3,4,1,1,1996,n/a,yes
35,no,travel_rarely,384,n/a,8,4,n/a,1000,1,female,72,3,1,sales representative,4,n/a,2572,20317,1,no,16,2,1,3,1,2,3,0,2,1988,n/a,yes
30,no,travel_rarely,921,n/a,18,3,n/a,806,4,male,38,1,1,laboratory technician,3,married,6477,24375,3,no,21,3,2,7,2,3,2,0,2,1993,n/a,yes
34,no,n/a,1111,n/a,8,2,n/a,1000,3,female,93,3,2,sales executive,1,n/a,6500,13305,5,no,17,2,1,11,1,3,3,1,2,1989,n/a,yes
52,no,travel_rarely,1325,research & development,25,4,life sciences,813,25,female,82,3,2,laboratory technician,3,n/a,3149,21821,8,n/a,20,2,1,9,3,3,5,1,4,1971,laboratory technician  -  research & development,yes
33,yes,travel_rarely,118,n/a,16,3,marketing,819,1,female,69,3,2,sales executive,1,single,5324,26507,5,n/a,15,3,0,11,3,3,3,0,2,1990,n/a,no
35,no,travel_rarely,1258,research & development,20,4,n/a,1000,20,female,40,4,1,research scientist,3,single,6477,13301,3,no,13,3,0,7,0,3,2,2,2,1988,research scientist  -  research & development,no
28,yes,n/a,890,n/a,2,4,n/a,1000,3,male,0,3,1,research scientist,3,single,4382,16374,6,no,17,4,0,5,3,2,2,2,1,1995,n/a,yes
36,no,travel_rarely,1041,n/a,13,3,human resources,1000,3,male,36,3,1,human resources,2,married,6477,25527,4,n/a,13,2,1,11,2,3,5,0,4,1987,n/a,yes
34,no,travel_frequently,702,research & development,16,4,n/a,838,3,female,100,2,1,research scientist,4,single,2553,8306,1,no,16,3,0,6,3,3,5,1,3,1989,research scientist  -  research & development,yes
34,no,n/a,829,n/a,3,2,n/a,847,3,male,0,3,1,human resources,4,n/a,6477,2243,0,n/a,19,3,1,4,1,1,3,0,2,1989,n/a,no
44,no,travel_rarely,625,n/a,4,3,n/a,852,4,male,50,3,2,healthcare representative,2,single,5933,5197,9,n/a,12,4,0,10,2,2,5,2,3,1979,n/a,yes
32,no,n/a,802,n/a,13,4,life sciences,859,2,male,73,3,2,sales executive,4,divorced,4403,9250,2,n/a,11,3,1,8,3,2,5,0,3,1991,n/a,yes
53,no,n/a,661,n/a,7,2,n/a,1000,1,female,78,2,3,sales executive,4,married,10934,20715,7,yes,18,4,1,35,3,3,5,0,4,1970,n/a,no
22,no,n/a,802,n/a,1,2,life sciences,872,4,male,0,2,2,manufacturing director,4,n/a,6477,19146,6,n/a,22,1,2,4,2,1,2,2,2,2001,n/a,no
44,no,travel_rarely,986,n/a,8,4,life sciences,874,1,male,62,4,1,laboratory technician,4,n/a,6477,5044,2,yes,24,3,1,10,2,2,3,0,2,1979,n/a,no
35,yes,travel_frequently,802,n/a,25,4,life sciences,881,4,female,96,3,1,research scientist,2,divorced,2022,16612,1,n/a,19,1,1,10,3,2,10,7,8,1988,n/a,yes
25,no,n/a,583,n/a,4,1,n/a,885,3,male,87,2,2,sales executive,1,n/a,4256,18154,1,no,12,1,0,5,1,4,5,0,3,1998,n/a,no
49,no,travel_rarely,1418,n/a,1,3,technical degree,1000,3,female,36,3,1,research scientist,1,n/a,3580,10554,2,no,16,2,1,7,2,3,4,0,2,1974,n/a,no
24,no,non_travel,1269,n/a,19,1,life sciences,888,1,male,0,2,1,laboratory technician,4,n/a,6477,10778,0,n/a,17,4,0,11,2,2,5,3,4,1999,n/a,no
38,no,travel_rarely,395,sales,9,3,marketing,893,2,male,98,2,1,sales representative,2,n/a,2899,12102,0,n/a,19,4,1,3,3,3,2,1,2,1985,sales representative  -  sales,yes
29,yes,travel_rarely,341,n/a,1,3,medical,896,2,female,48,2,1,sales representative,3,n/a,6477,23522,6,yes,19,3,3,5,3,3,3,0,2,1994,n/a,no
43,no,travel_frequently,802,n/a,1,3,life sciences,902,4,female,33,3,2,healthcare representative,4,married,5562,21782,4,n/a,13,2,1,12,2,2,5,2,2,1980,n/a,yes
28,no,travel_rarely,821,n/a,5,4,medical,916,1,male,98,3,2,sales executive,4,single,6477,24252,1,n/a,14,2,0,4,3,3,4,0,2,1995,n/a,no
20,yes,travel_rarely,500,n/a,2,3,n/a,922,3,female,49,2,1,sales representative,3,single,6477,22052,1,n/a,13,4,0,2,3,2,2,0,2,2003,n/a,yes
47,no,n/a,1454,n/a,2,4,life sciences,925,4,female,65,2,1,sales representative,4,single,6477,13137,1,yes,18,1,0,3,3,2,3,1,2,1976,n/a,yes
22,yes,travel_rarely,617,n/a,3,1,life sciences,1000,2,female,34,3,2,manufacturing director,3,married,6477,10022,0,yes,19,1,1,4,3,4,3,0,2,2001,n/a,yes
28,no,n/a,995,n/a,9,3,medical,930,3,female,77,3,1,research scientist,3,divorced,2377,9834,5,no,18,2,1,6,2,3,2,2,2,1995,n/a,yes
39,yes,n/a,1122,research & development,6,3,medical,1000,4,male,70,3,1,laboratory technician,1,married,2404,4303,7,n/a,21,4,0,11,2,1,2,2,2,1984,laboratory technician  -  research & development,yes
33,no,travel_rarely,1198,research & development,1,4,n/a,939,3,male,100,2,1,research scientist,1,single,2799,3339,3,n/a,11,2,0,11,1,3,3,0,2,1990,research scientist  -  research & development,no
36,no,travel_rarely,188,research & development,7,4,other,1000,2,male,65,3,1,research scientist,4,single,6477,23293,2,n/a,18,3,0,8,6,3,6,0,1,1987,research scientist  -  research & development,yes
35,no,travel_rarely,1219,n/a,48,3,n/a,975,3,female,86,3,2,sales executive,3,n/a,6477,6179,1,n/a,16,2,0,5,3,3,5,1,0,1988,n/a,yes
31,yes,n/a,335,n/a,9,2,medical,991,3,male,46,2,1,research scientist,1,single,6477,10322,0,yes,22,1,0,4,0,3,3,1,2,1992,n/a,no
33,no,travel_rarely,461,n/a,13,1,life sciences,995,2,female,53,3,1,research scientist,4,single,3452,17241,3,n/a,18,1,0,5,4,3,3,0,2,1990,n/a,no
27,no,n/a,1134,n/a,24,4,n/a,1001,24,female,37,3,1,laboratory technician,2,married,2811,12086,9,no,14,2,1,4,2,3,2,2,2,1996,n/a,no
30,yes,travel_rarely,138,n/a,22,3,n/a,1000,1,female,48,3,1,research scientist,3,married,6477,11539,4,n/a,11,2,0,11,2,2,5,0,1,1993,n/a,yes
24,no,n/a,1206,n/a,17,1,medical,1000,4,female,41,2,2,manufacturing director,3,divorced,4377,24117,1,no,15,2,2,5,6,3,4,3,2,1999,n/a,no
35,yes,travel_rarely,622,research & development,14,4,other,1010,3,male,39,2,1,laboratory technician,2,divorced,6477,10074,1,yes,24,4,1,5,2,1,4,0,2,1988,laboratory technician  -  research & development,no
30,yes,n/a,109,n/a,5,3,n/a,1017,2,female,60,3,1,laboratory technician,2,n/a,6477,25725,0,n/a,17,1,0,4,3,3,3,1,2,1993,n/a,yes
48,no,travel_rarely,277,research & development,6,3,n/a,1022,1,male,97,2,2,healthcare representative,3,n/a,4240,13119,2,no,13,4,0,19,0,3,2,2,2,1975,healthcare representative  -  research & development,yes
41,no,travel_rarely,549,n/a,7,2,medical,1000,4,female,42,3,2,manufacturing director,3,n/a,6477,23371,6,n/a,14,2,0,8,6,3,2,2,1,1982,n/a,no
27,no,n/a,1055,research & development,2,4,n/a,1027,1,female,47,3,2,manufacturing director,4,n/a,4227,4658,0,n/a,18,2,1,11,2,2,3,2,2,1996,manufacturing director  -  research & development,yes
35,no,travel_rarely,802,research & development,10,3,other,1028,2,male,45,3,1,laboratory technician,4,n/a,3917,9541,1,no,20,1,1,3,4,2,3,1,2,1988,laboratory technician  -  research & development,no
26,yes,non_travel,265,n/a,29,2,medical,1037,2,male,79,1,2,sales executive,1,single,4969,21813,8,no,18,4,0,11,6,3,2,2,2,1997,n/a,yes
33,no,non_travel,1038,sales,8,1,life sciences,1044,2,female,0,2,1,sales representative,4,n/a,6477,21437,0,n/a,19,4,0,11,2,2,2,2,2,1990,sales representative  -  sales,no
26,yes,n/a,342,n/a,2,3,life sciences,1053,1,male,57,3,1,research scientist,1,married,2042,15346,6,n/a,14,2,1,6,2,3,3,1,2,1997,n/a,yes
38,no,travel_frequently,1186,n/a,3,4,n/a,1000,3,male,44,3,1,research scientist,3,n/a,2821,2997,3,no,16,1,1,8,2,3,2,2,2,1985,n/a,no
46,no,n/a,430,n/a,47,4,medical,1069,47,male,40,3,5,research director,4,n/a,6477,21445,9,no,17,4,2,23,0,3,2,2,2,1977,n/a,yes
20,yes,n/a,769,n/a,9,3,marketing,1077,4,female,54,3,1,sales representative,4,single,6477,17205,1,yes,14,2,0,2,3,3,2,0,2,2003,n/a,yes
30,no,n/a,1176,n/a,20,3,other,1084,20,male,85,3,2,manufacturing director,1,married,9957,9096,0,n/a,15,3,1,7,1,2,6,0,2,1993,n/a,no
27,no,non_travel,1277,n/a,8,5,n/a,1094,1,male,87,1,1,laboratory technician,3,married,6477,5869,1,n/a,19,4,3,3,4,2,3,1,2,1996,n/a,no
55,no,n/a,1091,n/a,2,1,n/a,1096,4,male,65,3,3,manufacturing director,2,married,6477,15813,3,no,18,2,1,23,4,3,3,1,2,1968,n/a,yes
33,no,travel_rarely,654,n/a,5,3,life sciences,1099,4,male,34,2,3,healthcare representative,4,n/a,6477,21214,4,no,15,3,1,11,2,3,3,1,2,1990,n/a,yes
28,no,n/a,895,n/a,15,2,life sciences,1102,1,male,50,3,1,laboratory technician,3,n/a,2207,22482,1,no,16,4,1,4,5,2,4,2,2,1995,n/a,yes
34,no,n/a,618,n/a,3,1,life sciences,1103,1,male,45,3,2,healthcare representative,4,n/a,7756,22266,0,no,17,3,0,11,1,2,6,0,4,1989,n/a,yes
33,yes,n/a,1017,n/a,25,3,medical,1108,1,male,55,2,1,research scientist,2,single,6477,2993,4,yes,20,2,0,5,0,3,2,2,2,1990,n/a,no
33,no,n/a,970,n/a,7,3,life sciences,1114,4,female,30,3,2,sales executive,2,married,6477,13401,0,no,17,3,1,4,3,3,3,0,2,1990,n/a,no
21,no,n/a,984,n/a,1,1,n/a,1131,4,female,70,2,1,research scientist,2,single,2070,25326,1,yes,11,3,0,2,6,4,2,2,2,2002,n/a,yes
31,no,travel_frequently,793,n/a,20,3,n/a,1135,3,male,67,4,1,sales representative,4,married,2791,21981,0,no,12,1,1,3,4,3,2,2,2,1992,n/a,yes
35,no,n/a,1182,n/a,11,2,marketing,1000,4,male,54,3,2,sales executive,4,divorced,6477,18500,1,n/a,11,4,1,5,3,3,5,0,2,1988,n/a,yes
34,no,n/a,1003,n/a,2,2,n/a,1140,4,male,95,3,2,manufacturing director,3,single,6477,15834,2,no,11,4,0,11,3,2,3,0,2,1989,n/a,yes
33,yes,n/a,603,n/a,9,4,n/a,1157,1,female,77,3,2,sales executive,1,single,8224,18385,0,n/a,17,1,0,6,3,3,5,0,3,1990,n/a,no
31,yes,n/a,874,research & development,15,3,medical,1160,3,male,72,3,1,laboratory technician,3,n/a,2610,6233,1,no,12,3,1,11,5,2,2,2,2,1992,laboratory technician  -  research & development,yes
37,no,travel_rarely,367,n/a,25,2,n/a,1161,3,female,52,2,2,healthcare representative,4,n/a,5731,17171,7,no,13,3,2,9,2,3,6,1,3,1986,n/a,yes
27,no,travel_rarely,199,n/a,6,3,n/a,1162,4,male,55,2,1,research scientist,3,married,2539,7950,1,no,13,3,1,4,0,3,4,2,2,1996,n/a,yes
35,no,travel_frequently,802,n/a,4,4,other,1185,4,male,0,2,1,laboratory technician,4,married,2376,26537,1,n/a,13,2,1,2,2,4,2,2,2,1988,n/a,yes
56,no,n/a,718,n/a,4,4,n/a,1000,4,female,92,3,5,manager,1,divorced,6477,18575,4,no,13,4,1,28,2,3,5,4,2,1967,n/a,yes
45,no,n/a,1457,research & development,7,3,medical,1195,1,female,83,3,1,research scientist,3,n/a,6477,20100,4,yes,19,3,1,11,2,2,3,0,2,1978,research scientist  -  research & development,yes
20,no,travel_rarely,805,n/a,3,3,n/a,1000,1,male,87,2,1,laboratory technician,3,single,6477,12828,1,n/a,12,1,0,2,2,2,2,1,2,2003,n/a,yes
50,no,travel_frequently,1421,n/a,2,3,n/a,1000,4,female,30,3,4,manager,1,n/a,6477,9490,2,no,22,3,1,11,3,2,2,2,2,1973,n/a,yes
46,no,n/a,1450,n/a,15,2,life sciences,1217,4,male,52,3,5,research director,2,n/a,19081,10849,5,n/a,11,1,1,25,2,3,4,0,3,1977,n/a,yes
32,no,n/a,116,n/a,13,3,other,1234,3,female,77,2,1,laboratory technician,2,married,2743,7331,1,no,20,3,1,2,2,3,2,2,2,1991,n/a,yes
