,id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
717,717,25,no,travel_rarely,0,no aplica,2,1,medical,1,0,1,0,65,4,1, research scientist ,1,single,0,21632,7,N/A,No,13,3,3,0,0,0,3,2,4,,0,1,"3424,0",1998,1000000000$,,,0
718,718,32,no,no aplica,0,no aplica,8,2,no aplica,1,8650,3,1,91,4,2, research scientist ,3,married,0,22162,5,Yes,N/A,12,3,3,0,1,9,3,2,5,,1,3,,1991,1000000000$,,,Yes
719,719,25,no,no aplica,0,no aplica,3,1,no aplica,1,0,3,0,98,3,2, sales executive ,1,no aplica,0,14363,1,N/A,Yes,18,3,4,0,0,5,3,3,5,,0,3,"4194,0",1998,1000000000$,,,True
720,720,42,no,no aplica,0,no aplica,3,3,no aplica,1,8940,3,1,95,4,2, laboratory technician ,4,married,0,23726,2,N/A,Yes,13,3,2,0,1,17,1,2,5,,1,3,,1981,1000000000$,,,True
721,721,33,no,no aplica,0,no aplica,3,2,human resources,1,0,4,0,57,3,1, human resources ,2,divorced,0,22650,3,Yes,Yes,11,3,3,0,1,0,4,4,4,,0,3,,1990,1000000000$,,,False
722,722,29,no,travel_rarely,0,no aplica,7,1,medical,1,0,1,1,62,2,1, laboratory technician ,4,no aplica,0,6054,6,N/A,No,14,3,3,80,3,8,5,3,4,,0,3,"2532,0",1994,1000000000$,,,0
723,723,38,no,non-travel,0,no aplica,10,3,no aplica,1,9830,3,1,85,3,2, sales executive ,4,no aplica,0,19899,1,N/A,Yes,13,3,2,80,0,6,1,3,5,,1,3,"5666,0",1985,1000000000$,,,1
724,724,45,no,travel_rarely,0, research & development ,1,4,no aplica,1,9960,4,1,91,3,1, laboratory technician ,4,divorced,0,11005,3,Yes,No,14,0,4,80,2,8,2,3,5,,0,2,,1978,1000000000$, lABORatORY TeChNiCiAN  -  Research & Development ,,False
725,725,31,no,travel_frequently,0,no aplica,1,1,no aplica,1,10110,3,1,0,3,2, manufacturing director ,1,no aplica,0,11275,1,N/A,No,12,3,3,0,1,4,1,3,4,,0,3,,1992,1000000000$,,,0
726,726,22,no,no aplica,0, research & development ,8,1,life sciences,1,10190,2,0,94,1,1, laboratory technician ,1,no aplica,0,6881,1,Yes,N/A,15,3,1,0,1,4,3,2,4,,1,1,,2001,1000000000$, LaBOratory TeChnICiAn  -  Research & Development ,,Yes
727,727,59,no,travel_rarely,0,no aplica,2,3,no aplica,1,10320,3,1,69,2,4, manufacturing director ,4,no aplica,0,21829,3,N/A,N/A,13,3,1,80,0,0,4,3,5,,4,3,"13726,0",1964,1000000000$,,,0
728,728,45,no,no aplica,0, sales ,11,2,no aplica,1,10450,4,1,90,3,4, manager ,4,married,0,5404,3,N/A,No,13,3,2,0,1,26,4,4,9,,1,1,,1978,1000000000$, maNAGer  -  Sales ,,0
729,729,45,no,travel_rarely,0,no aplica,24,4,no aplica,1,10490,2,0,36,3,1, human resources ,2,no aplica,0,8318,1,N/A,No,16,3,1,0,0,0,3,3,6,,0,4,,1978,1000000000$,,,Yes
730,730,37,no,travel_rarely,0,no aplica,3,3,no aplica,1,0,4,1,35,3,2, healthcare representative ,2,no aplica,0,13848,3,Yes,No,15,3,1,0,0,8,3,2,4,,0,1,"4107,0",1986,1000000000$,,,True
731,731,26,no,no aplica,0,no aplica,-26,1,medical,1,10680,1,1,66,2,1, research scientist ,3,no aplica,0,25265,1,Yes,No,13,3,3,80,2,0,5,3,5,,1,3,,1997,1000000000$,,,0
732,732,26,no,no aplica,0,no aplica,1,2,medical,1,0,1,0,59,2,1, laboratory technician ,1,married,0,11141,1,N/A,No,16,3,1,0,2,6,2,3,5,,1,3,,1997,1000000000$,,,1
733,733,28,no,no aplica,0,no aplica,-42,1,no aplica,1,11360,42,0,67,2,1, research scientist ,2,marreid,0,19911,0,N/A,No,17,3,1,80,0,0,2,1,5,,0,4,,1995,1000000000$,,,1
734,734,24,no,no aplica,0,no aplica,24,3,medical,1,0,4,0,49,3,1, laboratory technician ,2,single,0,6409,8,N/A,No,22,4,4,0,0,6,2,3,4,,1,2,"3597,0",1999,1000000000$,,,False
735,735,30,no,travel_rarely,0,no aplica,10,3,marketing,1,11790,3,0,72,2,2, sales executive ,3,married,0,2706,1,N/A,No,18,3,1,0,1,0,3,3,10,,1,4,,1993,1000000000$,,,False
736,736,43,yes,no aplica,0,no aplica,9,3,no aplica,1,11880,1,1,85,1,2, sales executive ,3,single,0,9489,8,Yes,No,13,0,2,0,0,7,2,2,4,,1,3,,1980,1000000000$,,,True
737,737,30,no,travel_rarely,0,no aplica,29,4,life sciences,1,12110,3,0,61,3,2, sales executive ,1,divorced,0,13192,8,Yes,N/A,19,3,3,0,3,8,3,3,4,,0,3,"4115,0",1993,1000000000$,,,0
738,738,46,no,travel_rarely,0,no aplica,2,4,technical degree,1,12280,4,0,60,3,2, manufacturing director ,4,divorced,0,17433,2,Yes,N/A,11,3,3,0,1,0,3,2,6,,1,4,,1977,1000000000$,,,Yes
739,739,42,no,non-travel,0, human resources ,2,5,no aplica,1,12310,4,0,79,4,2, human resources ,1,married,0,12858,7,N/A,No,16,3,1,0,1,0,3,4,4,,0,3,"6272,0",1981,1000000000$, hUMAn rEsOuRCES  -  Human Resources ,,True
740,740,25,no,no aplica,0,no aplica,10,4,life sciences,1,0,3,0,57,3,2, sales executive ,4,single,0,20623,0,N/A,No,14,3,2,0,0,5,4,3,4,,1,1,,1998,1000000000$,,,False
741,741,27,no,no aplica,0,no aplica,4,2,no aplica,1,12590,1,0,76,3,1, research scientist ,3,divorced,0,3208,1,Yes,N/A,11,3,2,0,3,0,2,0,5,,0,3,"2517,0",1996,1000000000$,,,Yes
742,742,56,no,travel_rarely,0,no aplica,8,4,life sciences,1,13380,4,0,99,3,5, manager ,2,single,0,4022,6,N/A,No,14,3,1,0,0,36,4,3,7,,7,7,,1967,1000000000$,,,0
743,743,41,no,travel_frequently,0, sales ,1,3,marketing,1,13490,3,1,66,3,2, sales executive ,1,no aplica,0,4297,0,N/A,N/A,17,3,4,0,1,0,2,3,9,,1,7,,1982,1000000000$, sales ExeCUTiVE  -  Sales ,,1
744,744,28,no,no aplica,0,no aplica,26,3,life sciences,1,13870,3,0,48,2,2, sales executive ,1,married,0,24232,1,Yes,N/A,11,3,3,0,1,5,0,3,5,,0,4,,1995,1000000000$,,,1
745,745,52,no,travel_frequently,0,no aplica,28,2,no aplica,1,14010,4,1,59,4,4, manufacturing director ,3,married,0,9731,2,N/A,N/A,11,3,2,0,1,0,3,2,5,,0,2,,1971,1000000000$,,,True
746,746,26,no,travel_rarely,0,no aplica,2,1,medical,1,14070,1,0,36,2,1, research scientist ,4,single,0,4050,0,N/A,No,12,3,4,0,0,5,2,3,4,,1,1,"3904,0",1997,1000000000$,,,True
747,747,49,yes,travel_frequently,0,no aplica,28,2,no aplica,1,14200,1,0,97,2,2, laboratory technician ,1,no aplica,0,22710,3,N/A,No,20,4,1,80,0,20,2,0,4,"3,0",1,3,,1974,1000000000$,,,1
748,748,34,no,travel_frequently,0,no aplica,1,4,other,1,14310,4,0,91,3,1, research scientist ,1,no aplica,0,20284,5,N/A,N/A,14,3,3,80,2,10,2,3,4,,1,3,,1989,1000000000$,,,True
749,749,32,no,no aplica,0,no aplica,7,5,marketing,1,14460,4,0,97,3,2, sales executive ,4,no aplica,0,23343,4,N/A,N/A,12,3,3,80,1,7,3,0,4,,0,3,"9204,0",1991,1000000000$,,,Yes
750,750,33,no,no aplica,0,no aplica,7,3,medical,1,14770,4,0,54,3,2, sales executive ,1,no aplica,0,17456,0,N/A,No,14,3,1,0,2,5,2,3,4,,0,3,"4373,0",1990,1000000000$,,,False
751,751,29,yes,no aplica,0, sales ,13,3,no aplica,1,14870,1,1,51,3,2, sales executive ,2,single,0,17485,5,N/A,No,11,0,1,0,0,7,4,1,5,,0,0,,1994,1000000000$, saLEs exeCUtiVe  -  Sales ,,0
752,752,30,no,no aplica,0,no aplica,-16,3,life sciences,1,14990,3,0,46,3,1, human resources ,3,no aplica,0,15428,0,N/A,N/A,21,4,1,80,1,6,3,4,5,,1,3,"2064,0",1993,1000000000$,,,False
753,753,23,no,no aplica,0, research & development ,-11,1,life sciences,1,15330,11,0,97,3,2, laboratory technician ,3,single,0,24812,0,Yes,No,14,3,2,0,0,5,2,3,4,,1,2,,2000,1000000000$, laBorAtORy TECHnicIaN  -  Research & Development ,,0
754,754,33,no,no aplica,0,no aplica,25,3,no aplica,1,15450,4,0,44,2,2, manufacturing director ,2,no aplica,0,24152,1,Yes,No,13,3,4,0,0,5,2,3,5,,0,2,,1990,1000000000$,,,True
755,755,35,no,no aplica,0,no aplica,28,4,no aplica,1,15540,2,1,98,2,1, sales representative ,3,married,0,26204,0,Yes,N/A,23,4,1,0,2,6,5,3,5,,4,2,"2430,0",1988,1000000000$,,,True
756,756,38,no,travel_frequently,0,no aplica,10,4,no aplica,1,15630,3,0,71,3,2, human resources ,3,no aplica,0,14814,3,N/A,No,11,3,3,0,0,10,2,3,6,,1,2,,1985,1000000000$,,,True
757,757,28,no,no aplica,0,no aplica,27,3,no aplica,1,16220,2,1,39,1,2, manufacturing director ,1,divorced,0,20460,0,Yes,N/A,21,4,2,0,1,6,5,2,5,,0,0,"4877,0",1995,1000000000$,,,1
758,758,37,no,no aplica,0,no aplica,19,3,life sciences,1,16310,3,0,85,3,2, manufacturing director ,3,no aplica,0,26493,3,Yes,No,17,3,1,0,3,0,2,2,4,"3,0",0,2,,1986,1000000000$,,,0
759,759,24,no,no aplica,0, research & development ,2,1,technical degree,1,16460,1,1,32,3,1, research scientist ,4,no aplica,0,17218,1,N/A,N/A,13,3,3,0,0,6,2,3,6,,1,3,"3760,0",1999,1000000000$, ReSeaRch SCIEnTiSt  -  Research & Development ,,0
760,760,36,no,no aplica,0,no aplica,7,3,no aplica,1,16590,1,0,77,3,1, laboratory technician ,2,no aplica,0,10950,2,N/A,N/A,11,3,3,0,0,0,4,3,4,,1,3,"2013,0",1987,1000000000$,,,Yes
761,761,38,no,travel_frequently,0,no aplica,2,3,no aplica,1,0,4,1,42,2,1, laboratory technician ,2,no aplica,0,23826,1,N/A,N/A,22,4,2,0,0,4,3,3,4,,3,3,,1985,1000000000$,,,False
762,762,53,no,travel_rarely,0,no aplica,24,4,medical,1,16890,2,0,48,4,3, healthcare representative ,4,married,0,3458,3,Yes,No,15,3,3,0,0,11,2,3,4,,1,2,,1970,1000000000$,,,False
763,763,37,no,travel_frequently,0,no aplica,1,4,no aplica,1,17000,3,0,31,1,2, sales executive ,4,no aplica,0,7677,1,Yes,N/A,14,3,3,0,2,6,2,2,6,,1,3,,1986,1000000000$,,,1
764,764,24,no,no aplica,0, research & development ,-12,3,medical,1,0,3,0,62,4,1, research scientist ,3,married,0,17616,1,N/A,No,16,3,4,0,1,5,1,3,5,,0,4,,1999,1000000000$, rEsEArcH scIenTIst  -  Research & Development ,,Yes
765,765,29,no,travel_rarely,0,no aplica,9,4,medical,1,0,4,1,43,3,1, laboratory technician ,3,no aplica,0,25412,9,Yes,No,17,3,3,0,1,0,2,3,5,,1,2,"2974,0",1994,1000000000$,,,False
766,766,32,no,travel_rarely,0,no aplica,19,3,no aplica,1,17390,4,0,80,1,3, sales executive ,3,married,0,3840,3,Yes,No,13,3,3,0,1,0,2,1,4,,0,2,,1991,1000000000$,,,False
767,767,42,no,travel_rarely,0,no aplica,12,3,medical,1,17680,2,0,57,3,1, laboratory technician ,2,divorced,0,8952,8,N/A,No,22,4,2,0,3,7,6,2,5,,0,4,"2766,0",1981,1000000000$,,,Yes
768,768,41,no,no aplica,0,no aplica,9,4,life sciences,1,17720,3,0,94,3,1, laboratory technician ,1,divorced,0,20520,1,N/A,No,20,4,2,80,2,5,2,3,5,,0,4,,1982,1000000000$,,,True
769,769,44,yes,no aplica,0,no aplica,1,2,no aplica,1,17920,3,0,99,3,1, research scientist ,2,no aplica,0,11092,1,Yes,Yes,12,3,3,0,3,0,2,2,5,,2,3,,1979,1000000000$,,,1
770,770,28,no,travel_rarely,0,no aplica,1,3,no aplica,1,0,3,0,82,3,1, research scientist ,4,married,0,5531,1,N/A,No,11,3,3,0,1,5,6,4,5,,0,3,,1995,1000000000$,,,True
771,771,39,no,no aplica,0, research & development ,10,1,medical,1,18000,3,0,65,3,3, research director ,3,single,0,7914,7,N/A,N/A,21,4,3,80,0,0,3,3,4,,2,2,,1984,1000000000$, RESeArch dIREcToR  -  Research & Development ,,Yes
772,772,40,no,no aplica,0,no aplica,2,2,life sciences,1,0,3,1,99,3,1, laboratory technician ,1,married,0,25605,4,N/A,N/A,17,3,4,80,1,7,5,2,4,,0,2,"3377,0",1983,1000000000$,,,1
773,773,37,yes,travel_rarely,0,no aplica,10,4,no aplica,1,0,4,0,58,3,2, manufacturing director ,1,single,0,4992,1,N/A,N/A,15,3,2,80,0,10,4,0,10,,0,8,"4213,0",1986,1000000000$,,,Yes
774,774,40,no,no aplica,0,no aplica,1,3,no aplica,1,18220,3,1,52,3,2, healthcare representative ,4,no aplica,0,9060,4,N/A,N/A,17,3,4,0,1,12,3,3,5,,0,3,"6513,0",1983,1000000000$,,,1
775,775,26,no,travel_rarely,0, sales ,10,3,no aplica,1,0,3,0,46,3,2, sales executive ,4,no aplica,0,9125,1,Yes,No,13,3,1,0,0,0,4,3,5,,1,2,,1997,1000000000$, saLes ExECutIVE  -  Sales ,,False
776,776,42,no,no aplica,0,no aplica,10,4,technical degree,1,18540,3,0,38,3,1, research scientist ,3,married,0,6161,3,Yes,No,22,4,2,0,2,10,1,2,6,,3,3,,1981,1000000000$,,,0
777,777,34,no,travel_rarely,0,no aplica,4,3,no aplica,1,18820,3,0,64,3,3, sales executive ,4,married,0,24444,2,N/A,Yes,13,3,4,0,3,9,3,3,5,,1,0,,1989,1000000000$,,,1
778,778,37,no,travel_rarely,0,no aplica,7,4,medical,1,18850,4,0,78,3,2, research scientist ,1,no aplica,0,13588,5,N/A,N/A,22,4,3,0,1,16,2,3,5,,0,4,"4284,0",1986,1000000000$,,,1
779,779,27,no,no aplica,0,no aplica,2,4,technical degree,1,19310,2,0,41,3,1, research scientist ,2,no aplica,0,6073,1,N/A,No,11,0,3,0,1,6,3,2,5,,1,2,"2226,0",1996,1000000000$,,,0
780,780,35,no,travel_rarely,0,no aplica,18,4,no aplica,1,19450,2,0,71,3,2, sales executive ,1,no aplica,0,15975,0,N/A,N/A,16,3,4,0,1,0,2,1,5,,0,4,"5561,0",1988,1000000000$,,,Yes
781,781,28,no,non-travel,0,no aplica,16,3,medical,1,19470,3,0,49,3,1, research scientist ,3,single,0,2122,1,N/A,No,14,3,3,0,0,5,3,2,5,,1,4,"2144,0",1995,1000000000$,,,Yes
782,782,29,no,no aplica,0,no aplica,1,3,life sciences,1,19540,1,0,89,3,2, healthcare representative ,1,married,0,6225,0,Yes,No,12,3,1,0,1,6,5,2,5,,0,2,"5373,0",1994,1000000000$,,,False
783,783,54,no,no aplica,0, research & development ,9,2,no aplica,1,19690,1,1,67,3,2, research scientist ,3,married,0,22474,3,N/A,No,11,3,3,0,2,9,6,2,4,,2,3,"2897,0",1969,1000000000$, REseARCh SCIenTIst  -  Research & Development ,,False
784,784,24,no,travel_rarely,0,no aplica,-41,2,life sciences,1,19810,41,0,45,2,2, healthcare representative ,3,single,0,14120,1,N/A,No,12,3,2,0,0,4,2,2,4,,1,2,,1999,1000000000$,,,1
785,785,38,no,travel_frequently,0,no aplica,6,4,no aplica,1,19970,1,0,72,2,2, manufacturing director ,3,married,0,14284,2,Yes,No,11,3,4,0,1,10,1,3,8,,7,7,"5321,0",1985,1000000000$,,,0
786,786,42,no,no aplica,0,no aplica,18,4,no aplica,1,19980,4,0,35,3,2, research scientist ,1,no aplica,0,11189,6,N/A,N/A,17,3,3,0,1,9,3,2,4,,1,2,"5410,0",1981,1000000000$,,,True
787,787,41,no,no aplica,0,no aplica,1,3,life sciences,1,19990,4,0,76,3,1, research scientist ,4,no aplica,0,21412,3,N/A,No,22,0,1,0,1,0,3,3,5,,1,0,"2782,0",1982,1000000000$,,,True
788,788,25,no,travel_rarely,0,no aplica,8,2,no aplica,1,20180,1,1,85,3,2, sales executive ,3,no aplica,0,13684,0,N/A,Yes,22,4,2,0,1,6,3,2,5,,0,4,,1998,1000000000$,,,True
789,789,44,no,no aplica,0,no aplica,1,3,medical,1,0,2,0,42,3,1, research scientist ,4,single,0,13422,6,N/A,Yes,12,3,3,0,0,6,2,3,4,,1,2,,1979,1000000000$,,,Yes
790,790,50,yes,no aplica,0,no aplica,1,4,no aplica,1,20440,2,0,94,3,2, sales executive ,3,no aplica,0,14255,7,N/A,No,12,3,4,0,2,12,3,0,6,,0,1,,1973,1000000000$,,,Yes
791,791,36,no,no aplica,0, sales ,11,4,marketing,1,0,2,1,100,2,2, sales executive ,4,married,0,14369,4,N/A,No,13,3,1,0,1,8,2,2,6,,0,0,,1987,1000000000$, sALEs exECuTiVe  -  Sales ,,0
792,792,45,no,no aplica,0,no aplica,20,3,no aplica,1,20460,4,1,50,3,2, sales executive ,3,no aplica,0,23333,8,N/A,No,15,3,3,0,0,0,3,3,5,,0,1,"4850,0",1978,1000000000$,,,1
793,793,40,no,no aplica,0,no aplica,2,4,no aplica,1,0,3,1,98,3,1, research scientist ,3,married,0,12549,2,Yes,N/A,14,3,2,0,3,20,2,3,5,,0,2,"2001,0",1983,1000000000$,,,Yes
794,794,35,no,travel_rarely,0,no aplica,1,4,no aplica,1,20520,3,1,62,1,1, research scientist ,4,married,0,8952,1,Yes,No,12,3,4,0,1,4,5,3,4,,1,1,,1988,1000000000$,,,1
795,795,29,no,travel_rarely,0,no aplica,13,2,other,1,20530,4,0,46,2,2, laboratory technician ,2,no aplica,0,23679,4,N/A,N/A,13,3,1,0,1,10,2,3,4,,0,3,,1994,1000000000$,,,0
796,796,34,no,no aplica,0,no aplica,8,3,no aplica,1,20680,2,0,82,4,2, laboratory technician ,3,no aplica,0,10228,2,Yes,No,12,3,1,0,0,0,3,4,4,,1,2,"4404,0",1989,1000000000$,,,Yes
797,797,27,no,travel_rarely,0,no aplica,2,1,no aplica,1,70,1,0,40,3,1, laboratory technician ,2,married,0,16632,9,N/A,No,12,3,4,80,1,6,3,3,2,,2,2,,1996,1000000000$,,,0
798,798,31,no,no aplica,0, research & development ,26,1,no aplica,1,160,1,0,0,3,1, research scientist ,3,divorced,0,15170,1,N/A,N/A,17,3,4,0,1,5,1,2,5,,4,3,,1992,1000000000$, rEseArCh SCieNtiST  -  Research & Development ,,1
799,799,34,no,travel_rarely,0,no aplica,-38,2,no aplica,1,180,2,0,93,3,1, laboratory technician ,4,divorced,0,8758,0,N/A,N/A,11,3,3,0,1,3,2,3,2,,1,2,,1989,1000000000$,,,True
800,800,28,yes,travel_rarely,0, research & development ,24,3,life sciences,1,190,3,0,50,2,1, laboratory technician ,3,single,0,12947,5,N/A,Yes,14,3,2,0,0,6,4,3,4,,0,3,,1995,1000000000$, lABoRAtoRY TecHnIcian  -  Research & Development ,,1
801,801,32,no,travel_rarely,0,no aplica,5,2,no aplica,1,210,1,0,80,4,1, research scientist ,2,divorced,0,15053,0,Yes,Yes,12,3,4,80,2,7,5,2,6,,0,5,,1991,1000000000$,,,True
802,802,38,no,no aplica,0, research & development ,2,3,life sciences,1,240,4,0,45,3,1, research scientist ,4,single,0,4306,5,Yes,Yes,11,3,3,0,0,6,3,3,3,,1,2,"3944,0",1985,1000000000$, researcH SciEntIST  -  Research & Development ,,1
803,803,24,no,no aplica,0,no aplica,11,2,no aplica,1,260,1,1,96,4,2, manufacturing director ,3,no aplica,0,8232,0,N/A,No,18,3,4,0,1,5,5,2,4,,1,3,,1999,1000000000$,,,1
804,804,34,yes,no aplica,0,no aplica,6,1,no aplica,1,310,2,0,83,3,1, research scientist ,1,single,0,17102,2,N/A,No,11,3,3,0,0,0,2,3,4,,1,3,"2960,0",1989,1000000000$,,,1
805,805,32,yes,travel_frequently,0, research & development ,16,1,no aplica,1,330,2,1,72,1,1, research scientist ,1,no aplica,0,4681,1,N/A,N/A,22,0,2,0,0,0,5,3,10,,6,7,,1991,1000000000$, REseARCH ScIeNTIST  -  Research & Development ,,0
806,806,46,no,travel_rarely,0,no aplica,2,4,marketing,1,380,2,1,83,3,5, manager ,1,single,0,22822,3,Yes,N/A,12,3,4,0,0,22,2,2,2,,2,1,"18947,0",1977,1000000000$,,,0
807,807,44,no,no aplica,0,no aplica,10,4,other,1,400,4,0,41,3,2, healthcare representative ,4,married,0,19121,2,Yes,N/A,13,3,4,0,0,0,5,4,4,,1,3,"6465,0",1979,1000000000$,,,0
808,808,50,yes,travel_rarely,0,no aplica,3,2,no aplica,1,470,1,0,86,2,1, sales representative ,3,married,0,3810,1,N/A,N/A,14,3,3,0,0,3,2,3,3,,0,2,"2683,0",1973,1000000000$,,,1
809,809,35,no,no aplica,0,no aplica,2,3,marketing,1,490,4,1,97,3,1, sales representative ,4,married,0,9687,1,Yes,No,13,3,1,0,0,2,3,3,2,,2,2,"2014,0",1988,1000000000$,,,1
810,810,28,yes,no aplica,0,no aplica,5,4,no aplica,1,650,3,0,50,3,1, laboratory technician ,3,single,0,11179,1,N/A,Yes,13,0,3,0,0,2,3,2,2,,2,2,"3441,0",1995,1000000000$,,,1
811,811,26,no,no aplica,0,no aplica,-22,3,no aplica,1,720,22,1,47,2,2, sales executive ,4,marreid,0,21436,7,N/A,Yes,19,3,3,0,1,5,2,2,2,,0,0,,1997,1000000000$,,,False
812,812,35,no,travel_rarely,0,no aplica,-31,4,no aplica,1,0,3,1,30,3,1, laboratory technician ,1,no aplica,0,16002,3,N/A,Yes,15,0,3,0,1,4,3,3,2,,2,2,,1988,1000000000$,,,0
813,813,35,no,no aplica,0,no aplica,-31,3,medical,1,880,2,0,79,3,1, research scientist ,1,married,0,5868,4,N/A,No,13,3,4,0,1,5,2,2,3,,1,2,,1988,1000000000$,,,1
814,814,37,no,travel_rarely,0,no aplica,-20,4,medical,1,1020,1,0,30,3,3, research director ,3,no aplica,0,25258,4,N/A,N/A,13,0,1,80,0,0,3,4,5,,0,2,"13664,0",1986,1000000000$,,,Yes
815,815,46,no,travel_rarely,0,no aplica,-38,2,medical,1,1030,38,0,80,3,2, human resources ,2,divorced,0,10425,8,N/A,Yes,22,4,4,80,1,0,2,3,4,,0,2,"5021,0",1977,1000000000$,,,Yes
816,816,34,no,travel_rarely,0,no aplica,1,2,medical,1,1100,1,0,94,3,2, manufacturing director ,2,married,0,17736,1,N/A,No,15,3,3,80,0,0,2,3,5,,1,3,,1989,1000000000$,,,True
817,817,51,no,travel_rarely,0,no aplica,9,4,no aplica,1,1160,4,0,96,3,1, laboratory technician ,4,no aplica,0,18725,3,N/A,N/A,23,4,2,0,2,10,4,3,4,,0,3,,1972,1000000000$,,,True
818,818,24,no,travel_rarely,0, sales ,3,2,other,1,1280,1,1,33,3,2, sales executive ,3,married,0,17519,0,N/A,No,21,4,1,0,1,4,2,2,3,,0,2,,1999,1000000000$, sAles ExecUtive  -  Sales ,,1
819,819,44,no,no aplica,0,no aplica,23,3,no aplica,1,1320,2,0,0,3,2, laboratory technician ,2,married,0,25043,4,N/A,N/A,12,3,3,0,1,0,3,4,3,,1,2,,1979,1000000000$,,,True
820,820,37,yes,travel_rarely,0,no aplica,6,4,human resources,1,1330,3,0,63,3,1, human resources ,1,divorced,0,23648,4,N/A,N/A,22,4,4,0,0,0,3,3,3,,0,2,,1986,1000000000$,,,True
821,821,59,no,non-travel,0,no aplica,2,4,human resources,1,0,3,1,32,2,5, manager ,4,no aplica,0,21922,9,N/A,No,21,4,4,80,1,0,3,3,3,,2,2,"18844,0",1964,1000000000$,,,0
822,822,25,no,no aplica,0,no aplica,7,1,no aplica,1,1430,4,0,0,2,1, research scientist ,4,married,0,26897,1,Yes,No,11,3,3,0,2,0,2,0,2,,2,1,,1998,1000000000$,,,True
823,823,43,no,no aplica,0,no aplica,-26,3,medical,1,1710,2,1,72,4,1, research scientist ,3,single,0,16090,4,N/A,N/A,12,3,4,0,0,0,2,3,3,,1,2,"4739,0",1980,1000000000$,,,Yes
824,824,50,no,travel_frequently,0,no aplica,12,3,no aplica,1,0,3,1,77,3,3, sales executive ,4,single,0,6645,4,Yes,No,11,3,4,0,0,16,3,0,2,,2,1,,1973,1000000000$,,,False
825,825,31,yes,travel_rarely,0,no aplica,20,3,no aplica,1,1750,2,1,71,1,2, sales executive ,3,no aplica,0,24788,3,Yes,Yes,11,3,3,0,1,4,2,3,2,,2,2,,1992,1000000000$,,,True
826,826,36,no,no aplica,0, research & development ,6,2,medical,1,1780,2,0,84,3,2, manufacturing director ,2,divorced,0,2819,6,N/A,No,20,4,4,0,2,7,0,3,3,,0,1,,1987,1000000000$, mAnUfaCTuRing DiRecTor  -  Research & Development ,,0
827,827,51,yes,travel_frequently,0,no aplica,-16,4,no aplica,1,1790,1,0,53,1,3, manufacturing director ,4,no aplica,0,25150,2,Yes,N/A,15,3,4,0,0,18,2,3,4,,0,3,"10650,0",1972,1000000000$,,,False
828,828,25,no,no aplica,0, sales ,28,3,life sciences,1,0,1,0,41,2,2, sales executive ,3,no aplica,0,24835,2,N/A,N/A,18,3,4,0,0,0,3,3,2,,2,2,,1998,1000000000$, SaLes exEcUtIvE  -  Sales ,,False
829,829,38,no,travel_rarely,0,no aplica,3,5,technical degree,1,1930,4,1,32,3,2, research scientist ,3,no aplica,0,2302,3,Yes,Yes,20,4,2,0,0,19,2,0,3,,2,2,"4317,0",1985,1000000000$,,,False
830,830,30,no,travel_rarely,0, research & development ,5,3,technical degree,1,1970,4,1,84,3,1, research scientist ,1,divorced,0,10415,5,N/A,No,14,0,4,0,1,8,3,3,3,,2,2,,1993,1000000000$, ReseArCH scIenTIst  -  Research & Development ,,1
831,831,22,no,no aplica,0,no aplica,-36,1,medical,1,0,36,0,80,3,1, research scientist ,4,marreid,0,11992,1,N/A,No,24,4,1,80,2,2,6,3,2,,2,2,,2001,1000000000$,,,1
832,832,27,no,non-travel,0, research & development ,9,3,medical,1,2180,4,0,57,3,1, research scientist ,2,no aplica,0,5970,6,N/A,N/A,18,3,4,80,1,0,1,1,2,,2,2,"2024,0",1996,1000000000$, ReseArch sCienTiST  -  Research & Development ,,1
833,833,28,no,no aplica,0, research & development ,21,3,medical,1,2210,3,0,42,3,1, research scientist ,4,married,0,6672,1,N/A,No,11,3,3,0,1,5,2,1,5,,0,2,,1995,1000000000$, ReSEarcH SCiEnTISt  -  Research & Development ,,Yes
834,834,27,no,no aplica,0,no aplica,17,3,no aplica,1,2330,3,0,51,3,1, research scientist ,2,no aplica,0,13364,0,Yes,N/A,16,3,4,0,1,6,3,2,5,,1,1,"3058,0",1996,1000000000$,,,True
835,835,56,no,travel_rarely,0,no aplica,8,3,life sciences,1,2410,3,1,67,3,1, research scientist ,1,divorced,0,13939,4,N/A,N/A,18,3,3,80,1,0,3,0,2,,2,2,,1967,1000000000$,,,1
836,836,38,no,travel_rarely,0,no aplica,9,2,no aplica,1,2450,3,1,75,3,1, laboratory technician ,4,single,0,6319,1,N/A,N/A,12,0,3,0,0,0,3,0,2,,2,1,,1985,1000000000$,,,1
