,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
834,27,no,,1157,,17,3,,233,3,male,51,3,1, research scientist ,2,,3058.0,13364,0,,16,4,1,6,3,2,5,1,1,1996,,no
835,56,no,travel_rarely,713,,8,3,life sciences,241,3,female,67,3,1, research scientist ,1,divorced,0.0,13939,4,,18,3,1,0,3,0,2,2,2,1967,,no
836,38,no,travel_rarely,0,,9,2,,245,3,female,75,3,1, laboratory technician ,4,single,0.0,6319,1,,12,3,0,0,3,0,2,2,1,1985,,no
837,31,no,travel_rarely,140,,12,1,medical,246,3,female,95,3,1, research scientist ,4,,3929.0,6984,8,,23,3,1,7,0,3,4,0,2,1992,,yes
838,34,no,travel_rarely,629,,27,2,medical,247,4,female,95,3,1, research scientist ,2,,0.0,5711,2,no,15,4,0,9,3,3,3,1,2,1989,,no
839,50,no,,328, research & development ,1,3,,249,3,male,86,2,1, laboratory technician ,3,,0.0,3425,2,,15,4,1,0,2,2,3,0,2,1973, laboratory technician  -  research & development ,no
840,53,no,,1084,,13,2,,250,4,female,0,4,2, manufacturing director ,1,divorced,0.0,26250,1,no,11,3,2,5,3,3,4,1,3,1970,,no
841,35,no,travel_frequently,0,,0,3,medical,269,2,female,37,3,2, laboratory technician ,2,single,4425.0,15986,5,,11,4,0,0,5,3,6,1,2,1988,,yes
842,27,no,travel_frequently,472,,1,1,,2288,3,male,60,2,2, manufacturing director ,1,married,0.0,9679,5,,19,3,1,0,1,3,2,2,0,1996,,no
843,40,no,,905,,0,2,,2289,3,male,99,3,2, laboratory technician ,4,married,0.0,16523,8,,15,3,1,0,2,4,7,3,7,1983,,no
844,22,no,,1136,,0,3,life sciences,2290,22,male,60,4,1, research scientist ,2,,2328.0,12392,1,,16,1,1,4,2,2,4,2,2,2001,,no
845,40,no,,1151,,0,5,life sciences,287,4,male,63,2,2, healthcare representative ,4,,0.0,14242,9,no,14,4,1,5,5,1,3,0,2,1983,,yes
846,46,no,,644,,1,4,,288,4,male,0,3,3, healthcare representative ,1,,0.0,12368,7,no,16,3,1,17,3,3,4,0,3,1977,,no
847,30,yes,,1005,,3,3,technical degree,297,4,female,88,3,1, research scientist ,1,,2657.0,8556,5,yes,11,3,0,8,5,3,5,0,4,1993,,no
848,29,yes,,992,,1,3,,2291,3,male,85,3,1, research scientist ,3,single,0.0,19757,0,,14,4,0,0,1,2,6,1,5,1994,,no
849,54,no,,1147,,3,3,,303,4,female,52,3,2, sales executive ,1,married,5940.0,17011,2,,14,4,1,16,4,3,6,0,5,1969,,no
850,33,no,travel_rarely,147, research & development ,4,4,,305,3,female,47,2,1, research scientist ,2,married,2622.0,13248,6,,21,4,0,0,3,3,3,1,1,1990, research scientist  -  research & development ,no
851,52,no,travel_rarely,1323,,2,3,,316,3,female,89,2,1, laboratory technician ,4,single,3212.0,3300,7,,15,2,0,0,3,2,2,2,2,1971,,no
852,59,no,travel_rarely,818, human resources ,6,2,medical,2292,2,male,0,3,1, human resources ,3,married,0.0,25657,8,,17,4,0,0,2,2,2,2,2,1964, human resources  -  human resources ,no
853,32,yes,,515,,1,3,,2293,4,male,62,2,1, laboratory technician ,3,single,0.0,9571,0,,14,4,0,4,2,1,3,1,2,1991,,no
854,39,no,,1431,,0,4,medical,332,24,female,96,3,1, laboratory technician ,3,divorced,0.0,15417,7,no,14,3,3,7,1,3,3,1,2,1984,,no
855,32,no,non-travel,976,,26,4,marketing,2294,3,male,100,3,2, sales executive ,4,,0.0,12069,0,no,18,1,0,4,2,3,3,2,2,1991,,no
856,31,no,,1327,,3,4,medical,337,2,male,73,3,3, research director ,3,divorced,0.0,13523,9,no,12,1,1,0,3,3,2,2,2,1992,,no
857,33,no,travel_rarely,832,,5,4,life sciences,338,3,female,63,2,1, research scientist ,4,married,2911.0,14776,1,,13,3,1,2,2,2,2,0,2,1990,,yes
858,45,no,,1199,,0,4,life sciences,341,1,male,77,4,2, manufacturing director ,3,,0.0,5118,4,,17,4,1,9,1,3,3,0,2,1978,,yes
859,42,no,,916, research & development ,17,2,,347,4,female,82,4,2, research scientist ,1,single,0.0,23016,3,yes,13,3,0,0,1,3,3,0,2,1981, research scientist  -  research & development ,no
860,29,no,,1247,,0,2,marketing,349,4,male,45,3,2, sales executive ,4,divorced,6931.0,10732,2,no,14,4,1,0,2,3,3,0,2,1994,,no
861,25,no,travel_rarely,685,,1,3,,350,1,female,62,3,2, manufacturing director ,3,married,0.0,7505,0,no,12,4,2,5,3,3,4,1,2,1998,,no
862,32,no,,128,,2,1,,362,4,male,84,2,2, laboratory technician ,1,,2176.0,19737,4,no,13,4,0,9,5,3,6,0,4,1991,,no
863,28,no,travel_rarely,1158,,9,3,,2295,4,male,94,3,1, research scientist ,4,married,0.0,2613,1,no,23,4,1,0,3,0,5,0,4,1995,,no
864,21,no,travel_rarely,996,,3,2,,379,4,male,100,2,1, research scientist ,3,single,3230.0,10531,1,no,17,1,0,0,4,4,3,1,0,2002,,no
865,37,no,non-travel,728,,1,4,medical,380,1,female,80,3,3, research director ,4,divorced,0.0,11677,2,yes,18,1,2,0,2,3,5,0,2,1986,,no
866,38,no,travel_rarely,688,,23,4,life sciences,393,4,male,82,3,2, healthcare representative ,4,,0.0,18899,9,,14,2,1,0,2,3,2,1,2,1985,,no
867,26,yes,travel_rarely,1449,,16,4,medical,394,1,male,45,3,1, laboratory technician ,2,divorced,0.0,14180,2,yes,13,4,1,0,2,3,3,0,2,1997,,no
868,49,no,,636,,10,4,life sciences,396,3,female,0,3,5, research director ,1,single,18665.0,25594,9,yes,11,4,0,0,4,3,3,1,2,1974,,no
869,31,no,travel_frequently,444, sales ,5,3,,2296,4,female,84,3,1, sales representative ,2,divorced,2789.0,3909,1,,11,3,1,2,5,2,2,2,2,1992, sales representative  -  sales ,no
870,37,no,travel_frequently,889,,9,3,medical,403,2,male,53,3,1, research scientist ,4,married,0.0,11411,1,,12,3,3,0,3,2,4,1,2,1986,,no
871,31,no,travel_rarely,691, research & development ,0,4,,423,11,male,86,3,1, research scientist ,4,married,0.0,10077,0,,12,3,1,0,4,3,5,0,3,1992, research scientist  -  research & development ,no
872,31,no,travel_rarely,106,,2,3,human resources,424,1,male,62,2,2, human resources ,1,,6410.0,17822,3,no,12,4,0,0,1,3,2,1,0,1992,,no
873,31,no,,0, research & development ,2,4,,2297,3,male,32,3,1, research scientist ,4,,0.0,7747,0,,18,2,1,3,2,1,2,2,2,1992, research scientist  -  research & development ,no
874,52,yes,,723,,0,4,medical,433,17,male,85,2,2, research scientist ,2,,4941.0,17747,2,no,15,1,0,11,3,2,8,7,7,1971,,no
875,28,yes,,1157,,2,4,medical,440,1,male,84,1,1, research scientist ,4,married,0.0,24737,5,yes,13,4,0,0,4,2,3,2,2,1995,,no
876,47,no,travel_rarely,1482,,5,5,,447,4,male,42,3,5, research director ,3,married,0.0,16375,4,,11,2,1,21,2,3,3,1,1,1976,,no
877,29,no,,738,,9,5,other,455,2,male,30,2,1, laboratory technician ,4,,3983.0,7621,0,no,17,3,0,4,2,0,3,2,2,1994,,no
878,37,no,,1192,,5,2,medical,460,4,male,61,3,2, manufacturing director ,4,,6347.0,23177,7,no,16,3,2,8,2,2,6,0,4,1986,,yes
879,23,no,,1309,,26,1,,465,3,male,83,3,1, research scientist ,4,,2904.0,16092,1,,12,3,2,0,2,2,4,0,2,2000,,no
880,42,no,travel_rarely,544, human resources ,2,1,,470,3,male,52,3,1, human resources ,3,divorced,2696.0,24017,0,yes,11,3,1,4,5,3,3,1,0,1981, human resources  -  human resources ,no
881,30,no,,641, sales ,25,2,,475,4,female,85,3,2, sales executive ,3,,0.0,6069,7,,12,2,1,4,2,4,2,2,2,1993, sales executive  -  sales ,no
882,21,yes,,756,,0,1,,478,1,female,99,2,1, sales representative ,2,single,2174.0,9150,1,,11,3,0,3,3,3,3,1,2,2002,,yes
883,57,no,travel_rarely,593,,1,4,medical,482,4,male,88,3,2, healthcare representative ,3,,6755.0,2967,2,no,11,3,0,0,2,3,3,1,2,1966,,no
884,21,no,,895,,9,2,,2298,1,male,39,3,1, sales representative ,4,single,0.0,2851,1,,24,3,0,3,3,2,3,2,2,2002,,no
885,31,no,travel_rarely,408,,9,4,life sciences,2299,3,male,42,2,1, research scientist ,2,,2657.0,7551,0,,16,4,0,3,5,3,2,2,2,1992,,no
886,29,no,,1283, research & development ,0,3,,495,17,male,54,3,1, research scientist ,4,,0.0,18168,9,no,16,4,0,6,4,3,3,1,2,1994, research scientist  -  research & development ,no
887,27,no,travel_rarely,1469,,1,2,,2300,4,male,82,3,1, laboratory technician ,2,,0.0,17881,1,no,11,2,1,5,2,3,5,0,4,1996,,no
888,49,no,travel_rarely,1261,,7,3,other,2301,2,male,31,2,3, healthcare representative ,3,single,10965.0,12066,8,no,24,3,0,0,2,3,5,0,0,1974,,yes
889,36,no,travel_rarely,329,,2,3,,501,4,female,96,3,1, research scientist ,3,married,2543.0,11868,4,no,13,2,1,0,3,3,2,2,2,1987,,yes
890,34,yes,non-travel,1362,,19,3,marketing,502,1,male,67,4,2, sales executive ,4,,5304.0,4652,8,yes,13,2,0,0,3,2,5,0,4,1989,,no
891,24,no,,1371,,10,4,marketing,507,4,female,77,3,2, sales executive ,3,divorced,0.0,5915,1,yes,12,4,1,0,2,4,5,0,3,1999,,no
892,42,no,,201,,1,4,,517,2,female,0,3,1, laboratory technician ,1,,0.0,20490,3,no,16,2,1,8,5,3,5,1,2,1981,,yes
893,54,no,,821,,5,2,medical,522,1,male,86,3,5, research director ,1,married,19406.0,8509,4,,11,3,1,24,4,2,4,1,2,1969,,no
894,34,no,,1381,,4,4,,523,3,female,72,3,2, sales executive ,3,married,6538.0,12740,9,no,15,1,1,0,3,3,3,1,2,1989,,no
895,43,no,,313,,21,3,,525,4,male,61,3,1, laboratory technician ,4,,2258.0,15238,7,,20,1,1,0,1,3,3,1,2,1980,,no
896,43,no,travel_rarely,1473,,8,4,other,526,3,female,74,3,2, healthcare representative ,3,,0.0,2227,4,yes,14,4,0,0,3,3,5,0,2,1980,,no
897,31,no,travel_rarely,329,,1,2,,530,4,male,98,2,1, laboratory technician ,1,married,2218.0,16193,1,no,12,3,1,4,3,0,4,3,2,1992,,no
898,25,yes,travel_rarely,688,,3,3,medical,2302,1,male,91,3,1, laboratory technician ,1,married,0.0,9396,5,no,13,3,1,6,5,0,2,0,2,1998,,yes
899,45,no,,192,,10,2,life sciences,544,1,male,69,3,1, research scientist ,4,married,2654.0,9655,3,no,21,4,2,8,3,2,2,0,2,1978,,no
900,52,no,travel_rarely,1490,,4,2,life sciences,2303,4,female,0,3,4, manager ,4,married,0.0,10310,2,no,13,4,0,31,2,1,5,1,4,1971,,no
901,34,yes,travel_frequently,296,,6,2,,555,4,female,33,1,1, sales representative ,3,,0.0,12253,0,no,16,4,1,3,3,2,2,1,0,1989,,no
902,26,no,travel_rarely,1349,,23,3,life sciences,2304,1,female,90,3,1, research scientist ,4,divorced,0.0,3032,1,no,22,2,2,0,3,1,3,0,2,1997,,no
903,29,no,,986,,3,4,,564,2,male,93,2,3, research director ,3,,11935.0,21526,1,no,18,3,0,0,2,3,10,0,7,1994,,yes
904,29,yes,,408,,25,5,technical degree,2305,3,female,71,2,1, research scientist ,2,married,2546.0,18300,5,no,16,2,0,6,2,4,2,1,1,1994,,no
905,46,no,,1009,,2,3,life sciences,2306,1,male,51,3,4, research director ,3,married,17861.0,2288,6,no,13,3,0,0,2,1,3,0,1,1977,,no
906,46,no,,1125,,10,3,marketing,580,3,female,94,2,3, sales executive ,4,,0.0,11563,2,,19,3,1,15,3,3,3,1,2,1977,,no
907,30,no,travel_rarely,413, sales ,7,1,marketing,585,4,male,57,3,1, sales representative ,2,single,0.0,18398,0,,14,1,0,0,3,3,3,1,2,1993, sales representative  -  sales ,no
908,34,yes,travel_frequently,988, human resources ,23,3,,2307,2,female,43,3,3, human resources ,1,divorced,0.0,11533,9,yes,15,3,3,0,2,3,3,0,2,1989, human resources  -  human resources ,no
909,42,no,,1474,,5,2,other,591,2,male,97,3,1, laboratory technician ,3,married,0.0,9260,4,no,17,4,1,0,4,0,2,2,0,1981,,yes
910,22,yes,,1368, research & development ,0,1,technical degree,593,3,male,99,2,1, laboratory technician ,3,single,3894.0,9129,5,no,16,3,0,4,3,3,2,1,2,2001, laboratory technician  -  research & development ,no
911,29,no,travel_rarely,232,,19,3,technical degree,611,4,male,34,3,2, manufacturing director ,4,divorced,4262.0,22645,4,no,12,2,2,8,2,4,3,1,2,1994,,yes
912,46,no,travel_frequently,1034, research & development ,18,1,medical,624,1,female,86,3,3, healthcare representative ,3,married,10527.0,8984,5,no,11,4,0,0,3,2,2,1,2,1977, healthcare representative  -  research & development ,no
913,32,yes,,1474, sales ,11,4,other,631,4,male,0,4,2, sales executive ,3,,0.0,23914,8,,12,4,0,0,2,3,4,1,2,1991, sales executive  -  sales ,no
914,24,no,,0,,24,3,medical,632,4,male,38,3,1, sales representative ,4,,2400.0,5530,0,no,13,3,2,3,3,3,2,2,1,1999,,no
915,35,no,travel_rarely,538,,25,2,,652,1,male,54,2,2, laboratory technician ,4,single,3681.0,14004,4,no,14,4,0,0,3,3,3,0,2,1988,,no
916,42,no,,622,,2,4,life sciences,659,3,female,81,3,2, healthcare representative ,4,married,0.0,5718,1,no,13,2,2,10,4,3,10,2,2,1981,,no
917,48,no,travel_rarely,1236,,1,4,,664,4,female,40,2,4, manager ,1,married,0.0,17997,7,no,11,1,1,21,3,1,3,0,2,1975,,no
918,44,no,travel_rarely,1112,,1,4,,665,1,female,50,2,2, human resources ,3,,0.0,26894,4,no,11,2,0,10,1,4,2,0,2,1979,,no
919,34,no,,204, sales ,14,3,,666,3,female,31,3,1, sales representative ,3,,0.0,2912,1,yes,18,4,2,8,3,3,8,0,6,1989, sales representative  -  sales ,no
920,21,no,,1343,,22,1,technical degree,2308,3,male,49,3,1, sales representative ,3,,3447.0,24444,1,,11,3,0,0,2,3,3,1,2,2002,,no
921,44,no,travel_rarely,1315,,3,4,,671,4,male,35,3,5, manager ,4,,19513.0,9358,4,,12,1,1,26,2,4,2,0,1,1979,,yes
922,22,no,travel_rarely,0,,6,1,medical,675,1,male,69,3,1, research scientist ,3,married,0.0,12145,0,,20,4,0,0,3,3,2,2,2,2001,,no
923,26,no,travel_rarely,991,,6,3,,686,3,female,71,3,1, laboratory technician ,4,,2659.0,17759,1,yes,13,3,1,0,2,3,3,0,2,1997,,no
924,36,no,,913,,9,2,medical,699,2,male,48,2,2, manufacturing director ,2,,8847.0,13934,2,yes,11,3,1,13,2,3,3,0,2,1987,,no
925,27,no,,1115,,3,4,medical,2309,1,male,54,2,1, research scientist ,4,single,2045.0,15174,0,,13,4,0,5,0,3,4,1,1,1996,,no
926,23,no,travel_rarely,885,,4,3,,705,1,male,58,4,1, research scientist ,1,,0.0,8544,2,,16,1,1,5,3,4,3,0,2,2000,,no
927,25,no,,810,,8,3,life sciences,707,4,male,57,4,2, sales executive ,2,,4851.0,15678,0,no,22,3,1,4,4,3,3,1,2,1998,,no
928,48,no,,817,,0,1,,712,14,male,56,4,2, sales executive ,2,married,8120.0,18597,3,,12,4,0,0,3,3,2,2,2,1975,,yes
929,24,yes,travel_rarely,693,,3,2,life sciences,2310,1,female,65,3,2, sales executive ,3,single,4577.0,24785,9,no,14,1,0,0,3,3,2,2,0,1999,,yes
930,60,no,travel_rarely,1179,,16,4,,732,1,male,84,3,2, sales executive ,1,single,5405.0,11924,8,no,14,4,0,10,1,3,2,2,2,1963,,no
931,50,no,,316,,8,4,marketing,738,4,male,54,3,1, sales representative ,2,married,0.0,9983,7,no,15,4,1,4,2,3,2,2,2,1973,,no
932,44,no,non-travel,381,,24,3,,744,1,male,49,1,1, laboratory technician ,3,single,3708.0,2104,2,,14,3,0,9,5,3,5,1,4,1979,,no
933,47,no,travel_frequently,217,,3,3,,746,4,female,49,3,4, sales executive ,3,divorced,13770.0,10225,9,yes,12,4,2,28,2,2,22,11,13,1976,,yes
934,42,yes,,933,,19,3,,752,3,male,57,4,1, research scientist ,3,divorced,0.0,20366,6,,12,4,0,0,2,3,2,2,2,1981,,no
935,43,no,travel_frequently,775,,15,3,life sciences,754,4,male,47,2,2, sales executive ,4,married,0.0,23683,3,,18,3,1,7,5,3,2,2,2,1980,,no
936,40,no,,804,,2,1,,2311,4,female,86,2,1, research scientist ,4,single,0.0,22929,0,,20,4,0,5,2,2,4,2,3,1983,,no
937,29,no,,1090, sales ,10,3,,2312,4,male,83,3,1, sales representative ,2,,2297.0,17967,1,no,14,4,2,0,2,3,2,2,2,1994, sales representative  -  sales ,no
938,53,no,,346,,6,3,,769,4,male,86,3,2, laboratory technician ,4,single,2450.0,10919,2,,17,4,0,19,4,3,2,2,2,1970,,no
939,23,no,travel_rarely,310, research & development ,0,1,medical,2313,1,male,79,4,1, research scientist ,3,single,0.0,19630,1,,18,4,0,0,3,3,2,0,2,2000, research scientist  -  research & development ,no
940,55,yes,,725,,2,3,medical,2314,4,male,78,3,5, manager ,1,,0.0,21199,5,yes,13,4,1,24,2,3,5,1,4,1968,,no
941,26,no,travel_frequently,575,,1,2,life sciences,792,1,female,71,1,1, laboratory technician ,4,,0.0,5288,3,no,14,1,1,0,2,3,2,2,0,1997,,no
942,34,no,travel_rarely,182,,1,4,,797,2,female,72,4,1, research scientist ,4,single,0.0,13551,2,no,16,3,0,0,2,3,4,1,3,1989,,no
943,27,no,,829,,8,1,marketing,800,3,male,84,3,2, sales executive ,4,married,4342.0,24008,0,,19,2,1,5,3,3,4,1,1,1996,,yes
944,35,no,travel_rarely,384,,8,4,,2315,1,female,72,3,1, sales representative ,4,,2572.0,20317,1,no,16,2,1,3,1,2,3,0,2,1988,,no
945,30,no,travel_rarely,921,,0,3,,806,4,male,38,1,1, laboratory technician ,3,married,0.0,24375,3,no,21,3,2,7,2,3,2,0,2,1993,,yes
946,34,no,,1111,,8,2,,2316,3,female,93,3,2, sales executive ,1,,6500.0,13305,5,no,17,2,1,0,1,3,3,1,2,1989,,no
947,52,no,travel_rarely,1325, research & development ,0,4,life sciences,813,25,female,82,3,2, laboratory technician ,3,,3149.0,21821,8,,20,2,1,9,3,3,5,1,4,1971, laboratory technician  -  research & development ,yes
948,33,yes,travel_rarely,118,,16,3,marketing,819,1,female,69,3,2, sales executive ,1,single,5324.0,26507,5,,15,3,0,0,3,3,3,0,2,1990,,no
949,35,no,travel_rarely,1258, research & development ,0,4,,2317,20,female,40,4,1, research scientist ,3,single,0.0,13301,3,no,13,3,0,7,0,3,2,2,2,1988, research scientist  -  research & development ,no
950,28,yes,,890,,2,4,,2318,3,male,0,3,1, research scientist ,3,single,4382.0,16374,6,no,17,4,0,5,3,2,2,2,1,1995,,no
951,36,no,travel_rarely,1041,,13,3,human resources,2319,3,male,36,3,1, human resources ,2,married,0.0,25527,4,,13,2,1,0,2,3,5,0,4,1987,,no
952,34,no,travel_frequently,702, research & development ,16,4,,838,3,female,100,2,1, research scientist ,4,single,2553.0,8306,1,no,16,3,0,6,3,3,5,1,3,1989, research scientist  -  research & development ,no
953,34,no,,829,,3,2,,847,3,male,0,3,1, human resources ,4,,0.0,2243,0,,19,3,1,4,1,1,3,0,2,1989,,no
954,44,no,travel_rarely,625,,4,3,,852,4,male,50,3,2, healthcare representative ,2,single,5933.0,5197,9,,12,4,0,10,2,2,5,2,3,1979,,yes
955,32,no,,0,,13,4,life sciences,859,2,male,73,3,2, sales executive ,4,divorced,4403.0,9250,2,,11,3,1,8,3,2,5,0,3,1991,,no
956,53,no,,661,,7,2,,2320,1,female,78,2,3, sales executive ,4,married,10934.0,20715,7,yes,18,4,1,35,3,3,5,0,4,1970,,no
957,22,no,,0,,1,2,life sciences,872,4,male,0,2,2, manufacturing director ,4,,0.0,19146,6,,22,1,2,4,2,1,2,2,2,2001,,no
958,44,no,travel_rarely,986,,8,4,life sciences,874,1,male,62,4,1, laboratory technician ,4,,0.0,5044,2,yes,24,3,1,10,2,2,3,0,2,1979,,no
959,35,yes,travel_frequently,0,,25,4,life sciences,881,4,female,96,3,1, research scientist ,2,divorced,2022.0,16612,1,,19,1,1,10,3,2,10,7,8,1988,,no
960,25,no,,583,,4,1,,885,3,male,87,2,2, sales executive ,1,,4256.0,18154,1,no,12,1,0,5,1,4,5,0,3,1998,,no
961,49,no,travel_rarely,1418,,1,3,technical degree,2321,3,female,36,3,1, research scientist ,1,,3580.0,10554,2,no,16,2,1,7,2,3,4,0,2,1974,,no
962,24,no,non-travel,1269,,0,1,life sciences,888,1,male,0,2,1, laboratory technician ,4,,0.0,10778,0,,17,4,0,0,2,2,5,3,4,1999,,no
963,38,no,travel_rarely,395, sales ,9,3,marketing,893,2,male,98,2,1, sales representative ,2,,2899.0,12102,0,,19,4,1,3,3,3,2,1,2,1985, sales representative  -  sales ,no
964,29,yes,travel_rarely,341,,1,3,medical,896,2,female,48,2,1, sales representative ,3,,0.0,23522,6,yes,19,3,3,5,3,3,3,0,2,1994,,no
965,43,no,travel_frequently,0,,1,3,life sciences,902,4,female,33,3,2, healthcare representative ,4,married,5562.0,21782,4,,13,2,1,12,2,2,5,2,2,1980,,no
966,28,no,travel_rarely,821,,5,4,medical,916,1,male,98,3,2, sales executive ,4,single,0.0,24252,1,,14,2,0,4,3,3,4,0,2,1995,,no
967,20,yes,travel_rarely,500,,2,3,,922,3,female,49,2,1, sales representative ,3,single,0.0,22052,1,,13,4,0,2,3,2,2,0,2,2003,,no
968,47,no,,1454,,2,4,life sciences,925,4,female,65,2,1, sales representative ,4,single,0.0,13137,1,yes,18,1,0,3,3,2,3,1,2,1976,,no
969,22,yes,travel_rarely,617,,3,1,life sciences,2322,2,female,34,3,2, manufacturing director ,3,married,0.0,10022,0,yes,19,1,1,4,3,4,3,0,2,2001,,no
970,28,no,,995,,9,3,medical,930,3,female,77,3,1, research scientist ,3,divorced,2377.0,9834,5,no,18,2,1,6,2,3,2,2,2,1995,,yes
971,39,yes,,1122, research & development ,6,3,medical,2323,4,male,70,3,1, laboratory technician ,1,married,2404.0,4303,7,,21,4,0,0,2,1,2,2,2,1984, laboratory technician  -  research & development ,yes
972,33,no,travel_rarely,1198, research & development ,1,4,,939,3,male,100,2,1, research scientist ,1,single,2799.0,3339,3,,11,2,0,0,1,3,3,0,2,1990, research scientist  -  research & development ,no
973,36,no,travel_rarely,188, research & development ,7,4,other,2324,2,male,65,3,1, research scientist ,4,single,0.0,23293,2,,18,3,0,8,6,3,6,0,1,1987, research scientist  -  research & development ,no
974,35,no,travel_rarely,1219,,0,3,,975,3,female,86,3,2, sales executive ,3,,0.0,6179,1,,16,2,0,5,3,3,5,1,0,1988,,yes
975,31,yes,,335,,9,2,medical,991,3,male,46,2,1, research scientist ,1,single,0.0,10322,0,yes,22,1,0,4,0,3,3,1,2,1992,,no
976,33,no,travel_rarely,461,,13,1,life sciences,995,2,female,53,3,1, research scientist ,4,single,3452.0,17241,3,,18,1,0,5,4,3,3,0,2,1990,,no
977,27,no,,1134,,0,4,,1001,24,female,37,3,1, laboratory technician ,2,married,2811.0,12086,9,no,14,2,1,4,2,3,2,2,2,1996,,no
978,30,yes,travel_rarely,138,,22,3,,2325,1,female,48,3,1, research scientist ,3,married,0.0,11539,4,,11,2,0,0,2,0,5,0,1,1993,,no
979,24,no,,1206,,17,1,medical,2326,4,female,41,2,2, manufacturing director ,3,divorced,4377.0,24117,1,no,15,2,2,5,6,3,4,3,2,1999,,no
980,35,yes,travel_rarely,622, research & development ,14,4,other,1010,3,male,39,2,1, laboratory technician ,2,divorced,0.0,10074,1,yes,24,4,1,5,2,1,4,0,2,1988, laboratory technician  -  research & development ,no
981,30,yes,,109,,5,3,,1017,2,female,60,3,1, laboratory technician ,2,,0.0,25725,0,,17,1,0,4,3,3,3,1,2,1993,,no
982,48,no,travel_rarely,277, research & development ,6,3,,1022,1,male,97,2,2, healthcare representative ,3,,4240.0,13119,2,no,13,4,0,19,0,3,2,2,2,1975, healthcare representative  -  research & development ,yes
983,41,no,travel_rarely,549,,7,2,medical,2327,4,female,42,3,2, manufacturing director ,3,,0.0,23371,6,,14,2,0,8,6,3,2,2,1,1982,,no
984,27,no,,1055, research & development ,2,4,,1027,1,female,47,3,2, manufacturing director ,4,,4227.0,4658,0,,18,2,1,0,2,0,3,2,2,1996, manufacturing director  -  research & development ,yes
985,35,no,travel_rarely,802, research & development ,10,3,other,1028,2,male,45,3,1, laboratory technician ,4,,3917.0,9541,1,no,20,1,1,3,4,2,3,1,2,1988, laboratory technician  -  research & development ,no
986,26,yes,non-travel,265,,29,2,medical,1037,2,male,79,1,2, sales executive ,1,single,4969.0,21813,8,no,18,4,0,0,6,3,2,2,2,1997,,yes
987,33,no,non-travel,1038, sales ,8,1,life sciences,1044,2,female,0,2,1, sales representative ,4,,0.0,21437,0,,19,4,0,0,2,2,2,2,2,1990, sales representative  -  sales ,no
988,26,yes,,342,,2,3,life sciences,1053,1,male,57,3,1, research scientist ,1,married,2042.0,15346,6,,14,2,1,6,2,3,3,1,2,1997,,no
989,38,no,travel_frequently,1186,,3,4,,2328,3,male,44,3,1, research scientist ,3,,2821.0,2997,3,no,16,1,1,8,2,3,2,2,2,1985,,no
990,46,no,,430,,0,4,medical,1069,47,male,40,3,5, research director ,4,,0.0,21445,9,no,17,4,2,23,0,3,2,2,2,1977,,no
991,20,yes,,769,,9,3,marketing,1077,4,female,54,3,1, sales representative ,4,single,0.0,17205,1,yes,14,2,0,2,3,3,2,0,2,2003,,no
992,30,no,,1176,,0,3,other,1084,20,male,85,3,2, manufacturing director ,1,married,9957.0,9096,0,,15,3,1,7,1,2,6,0,2,1993,,no
993,27,no,non-travel,1277,,8,5,,1094,1,male,87,1,1, laboratory technician ,3,married,0.0,5869,1,,19,4,3,3,4,0,3,1,2,1996,,no
994,55,no,,1091,,2,1,,1096,4,male,65,3,3, manufacturing director ,2,married,0.0,15813,3,no,18,2,1,23,4,3,3,1,2,1968,,yes
995,33,no,travel_rarely,654,,5,3,life sciences,1099,4,male,34,2,3, healthcare representative ,4,,0.0,21214,4,no,15,3,1,0,2,3,3,1,2,1990,,no
996,28,no,,895,,15,2,life sciences,1102,1,male,50,3,1, laboratory technician ,3,,2207.0,22482,1,no,16,4,1,4,5,2,4,2,2,1995,,yes
997,34,no,,618,,3,1,life sciences,1103,1,male,45,3,2, healthcare representative ,4,,7756.0,22266,0,no,17,3,0,0,1,2,6,0,4,1989,,no
998,33,yes,,1017,,25,3,medical,1108,1,male,55,2,1, research scientist ,2,single,0.0,2993,4,yes,20,2,0,5,0,3,2,2,2,1990,,no
999,33,no,,970,,7,3,life sciences,1114,4,female,30,3,2, sales executive ,2,married,0.0,13401,0,no,17,3,1,4,3,3,3,0,2,1990,,no
1000,21,no,,984,,1,1,,1131,4,female,70,2,1, research scientist ,2,single,2070.0,25326,1,yes,11,3,0,2,6,4,2,2,2,2002,,no
1001,31,no,travel_frequently,793,,20,3,,1135,3,male,67,4,1, sales representative ,4,married,2791.0,21981,0,no,12,1,1,3,4,3,2,2,2,1992,,no
1002,35,no,,1182,,11,2,marketing,2329,4,male,54,3,2, sales executive ,4,divorced,0.0,18500,1,,11,4,1,5,3,3,5,0,2,1988,,yes
1003,34,no,,1003,,2,2,,1140,4,male,95,3,2, manufacturing director ,3,single,0.0,15834,2,no,11,4,0,0,3,0,3,0,2,1989,,no
