,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
766,32,no,travel_rarely,371,N/A,19,3,N/A,1739,4,male,80,1,3, sales executive ,3,married,0.0,3840,3,no,13,3,1,2,1,4,0,2,1991,N/A,no
767,42,no,travel_rarely,855,N/A,12,3,medical,1768,2,male,57,3,1, laboratory technician ,2,divorced,2766.0,8952,8,no,22,2,3,6,2,5,0,4,1981,N/A,yes
768,41,no,N/A,548,N/A,9,4,life sciences,1772,3,male,94,3,1, laboratory technician ,1,divorced,0.0,20520,1,no,20,2,2,2,3,5,0,4,1982,N/A,no
769,44,yes,N/A,429,N/A,1,2,N/A,1792,3,male,99,3,1, research scientist ,2,N/A,0.0,11092,1,yes,12,3,3,2,2,5,2,3,1979,N/A,no
770,28,no,travel_rarely,1181,N/A,1,3,N/A,2276,3,male,82,3,1, research scientist ,4,married,0.0,5531,1,no,11,3,1,6,4,5,0,3,1995,N/A,no
771,39,no,N/A,1253, research & development ,10,1,medical,1800,3,male,65,3,3, research director ,3,single,0.0,7914,7,N/A,21,3,0,3,3,4,2,2,1984, research director  -  research & development ,yes
772,40,no,N/A,616,N/A,2,2,life sciences,2277,3,female,99,3,1, laboratory technician ,1,married,3377.0,25605,4,N/A,17,4,1,5,2,4,0,2,1983,N/A,no
773,37,yes,travel_rarely,370,N/A,10,4,N/A,2278,4,male,58,3,2, manufacturing director ,1,single,4213.0,4992,1,N/A,15,2,0,4,0,10,0,8,1986,N/A,yes
774,40,no,N/A,1194,N/A,1,3,N/A,1822,3,female,52,3,2, healthcare representative ,4,N/A,6513.0,9060,4,N/A,17,4,1,3,3,5,0,3,1983,N/A,no
775,26,no,travel_rarely,572, sales ,10,3,N/A,2279,3,male,46,3,2, sales executive ,4,N/A,0.0,9125,1,no,13,1,0,4,3,5,1,2,1997, sales executive  -  sales ,no
776,42,no,N/A,355,N/A,10,4,technical degree,1854,3,male,38,3,1, research scientist ,3,married,0.0,6161,3,no,22,2,2,1,2,6,3,3,1981,N/A,no
777,34,no,travel_rarely,1480,N/A,4,3,N/A,1882,3,male,64,3,3, sales executive ,4,married,0.0,24444,2,yes,13,4,3,3,3,5,1,0,1989,N/A,no
778,37,no,travel_rarely,783,N/A,7,4,medical,1885,4,male,78,3,2, research scientist ,1,N/A,4284.0,13588,5,N/A,22,3,1,2,3,5,0,4,1986,N/A,no
779,27,no,N/A,1354,N/A,2,4,technical degree,1931,2,male,41,3,1, research scientist ,2,N/A,2226.0,6073,1,no,11,3,1,3,2,5,1,2,1996,N/A,no
780,35,no,travel_rarely,682,N/A,18,4,N/A,1945,2,male,71,3,2, sales executive ,1,N/A,5561.0,15975,0,N/A,16,4,1,2,1,5,0,4,1988,N/A,yes
781,28,no,non-travel,1103,N/A,16,3,medical,1947,3,male,49,3,1, research scientist ,3,single,2144.0,2122,1,no,14,3,0,3,2,5,1,4,1995,N/A,yes
782,29,no,N/A,136,N/A,1,3,life sciences,1954,1,male,89,3,2, healthcare representative ,1,married,5373.0,6225,0,no,12,1,1,5,2,5,0,2,1994,N/A,no
783,54,no,N/A,155, research & development ,9,2,N/A,1969,1,female,67,3,2, research scientist ,3,married,2897.0,22474,3,no,11,3,2,6,2,4,2,3,1969, research scientist  -  research & development ,no
784,24,no,travel_rarely,771,N/A,0,2,life sciences,1981,41,male,45,2,2, healthcare representative ,3,single,0.0,14120,1,no,12,2,0,2,2,4,1,2,1999,N/A,no
785,38,no,travel_frequently,508,N/A,6,4,N/A,1997,1,male,72,2,2, manufacturing director ,3,married,5321.0,14284,2,no,11,4,1,1,3,8,7,7,1985,N/A,no
786,42,no,N/A,557,N/A,18,4,N/A,1998,4,male,35,3,2, research scientist ,1,N/A,5410.0,11189,6,N/A,17,3,1,3,2,4,1,2,1981,N/A,no
787,41,no,N/A,642,N/A,1,3,life sciences,1999,4,male,76,3,1, research scientist ,4,N/A,2782.0,21412,3,no,22,1,1,3,3,5,1,0,1982,N/A,no
788,25,no,travel_rarely,1382,N/A,8,2,N/A,2018,1,female,85,3,2, sales executive ,3,N/A,0.0,13684,0,yes,22,2,1,3,2,5,0,4,1998,N/A,no
789,44,no,N/A,1037,N/A,1,3,medical,2280,2,male,42,3,1, research scientist ,4,single,0.0,13422,6,yes,12,3,0,2,3,4,1,2,1979,N/A,yes
790,50,yes,N/A,878,N/A,1,4,N/A,2044,2,male,94,3,2, sales executive ,3,N/A,0.0,14255,7,no,12,4,2,3,0,6,0,1,1973,N/A,yes
791,36,no,N/A,1120, sales ,11,4,marketing,2281,2,female,100,2,2, sales executive ,4,married,0.0,14369,4,no,13,1,1,2,2,6,0,0,1987, sales executive  -  sales ,no
792,45,no,N/A,374,N/A,20,3,N/A,2046,4,female,50,3,2, sales executive ,3,N/A,4850.0,23333,8,no,15,3,0,3,3,5,0,1,1978,N/A,no
793,40,no,N/A,1194,N/A,2,4,N/A,2282,3,female,98,3,1, research scientist ,3,married,2001.0,12549,2,N/A,14,2,3,2,3,5,0,2,1983,N/A,yes
794,35,no,travel_rarely,287,N/A,1,4,N/A,2052,3,female,62,1,1, research scientist ,4,married,0.0,8952,1,no,12,4,1,5,3,4,1,1,1988,N/A,no
795,29,no,travel_rarely,0,N/A,13,2,other,2053,4,male,46,2,2, laboratory technician ,2,N/A,0.0,23679,4,N/A,13,1,1,2,3,4,0,3,1994,N/A,no
796,34,no,N/A,0,N/A,8,3,N/A,2068,2,male,82,4,2, laboratory technician ,3,N/A,4404.0,10228,2,no,12,1,0,3,4,4,1,2,1989,N/A,yes
797,27,no,travel_rarely,591,N/A,2,1,N/A,7,1,male,40,3,1, laboratory technician ,2,married,0.0,16632,9,no,12,4,1,3,3,2,2,2,1996,N/A,no
798,31,no,N/A,670, research & development ,26,1,N/A,16,1,male,0,3,1, research scientist ,3,divorced,0.0,15170,1,N/A,17,4,1,1,2,5,4,3,1992, research scientist  -  research & development ,no
799,34,no,travel_rarely,1346,N/A,0,2,N/A,18,2,male,93,3,1, laboratory technician ,4,divorced,0.0,8758,0,N/A,11,3,1,2,3,2,1,2,1989,N/A,no
800,28,yes,travel_rarely,103, research & development ,24,3,life sciences,19,3,male,50,2,1, laboratory technician ,3,single,0.0,12947,5,yes,14,2,0,4,3,4,0,3,1995, laboratory technician  -  research & development ,no
801,32,no,travel_rarely,334,N/A,5,2,N/A,21,1,male,80,4,1, research scientist ,2,divorced,0.0,15053,0,yes,12,4,2,5,2,6,0,5,1991,N/A,no
802,38,no,N/A,371, research & development ,2,3,life sciences,24,4,male,45,3,1, research scientist ,4,single,3944.0,4306,5,yes,11,3,0,3,3,3,1,2,1985, research scientist  -  research & development ,no
803,24,no,N/A,673,N/A,11,2,N/A,26,1,female,96,4,2, manufacturing director ,3,N/A,0.0,8232,0,no,18,4,1,5,2,4,1,3,1999,N/A,no
804,34,yes,N/A,699,N/A,6,1,N/A,31,2,male,83,3,1, research scientist ,1,single,2960.0,17102,2,no,11,3,0,2,3,4,1,3,1989,N/A,no
805,32,yes,travel_frequently,0, research & development ,16,1,N/A,33,2,female,72,1,1, research scientist ,1,N/A,0.0,4681,1,N/A,22,2,0,5,3,10,6,7,1991, research scientist  -  research & development ,no
806,46,no,travel_rarely,705,N/A,2,4,marketing,38,2,female,83,3,5, manager ,1,single,18947.0,22822,3,N/A,12,4,0,2,2,2,2,1,1977,N/A,no
807,44,no,N/A,1459,N/A,10,4,other,40,4,male,41,3,2, healthcare representative ,4,married,6465.0,19121,2,N/A,13,4,0,5,4,4,1,3,1979,N/A,no
808,50,yes,travel_rarely,0,N/A,3,2,N/A,47,1,male,86,2,1, sales representative ,3,married,2683.0,3810,1,N/A,14,3,0,2,3,3,0,2,1973,N/A,no
809,35,no,N/A,890,N/A,2,3,marketing,49,4,female,97,3,1, sales representative ,4,married,2014.0,9687,1,no,13,1,0,3,3,2,2,2,1988,N/A,no
810,28,yes,N/A,1434,N/A,5,4,N/A,65,3,male,50,3,1, laboratory technician ,3,single,3441.0,11179,1,yes,13,3,0,3,2,2,2,2,1995,N/A,no
811,26,no,N/A,1443,N/A,0,3,N/A,72,22,female,47,2,2, sales executive ,4,married,0.0,21436,7,yes,19,3,1,2,2,2,0,0,1997,N/A,no
812,35,no,travel_rarely,1142,N/A,0,4,N/A,2283,3,female,30,3,1, laboratory technician ,1,N/A,0.0,16002,3,yes,15,3,1,3,3,2,2,2,1988,N/A,no
813,35,no,N/A,664,N/A,0,3,medical,88,2,male,79,3,1, research scientist ,1,married,0.0,5868,4,no,13,4,1,2,2,3,1,2,1988,N/A,no
814,37,no,travel_rarely,397,N/A,0,4,medical,102,1,male,30,3,3, research director ,3,N/A,13664.0,25258,4,N/A,13,1,0,3,4,5,0,2,1986,N/A,yes
815,46,no,travel_rarely,0,N/A,0,2,medical,103,38,male,80,3,2, human resources ,2,divorced,5021.0,10425,8,yes,22,4,1,2,3,4,0,2,1977,N/A,yes
816,34,no,travel_rarely,1153,N/A,1,2,medical,110,1,male,94,3,2, manufacturing director ,2,married,0.0,17736,1,no,15,3,0,2,3,5,1,3,1989,N/A,no
817,51,no,travel_rarely,432,N/A,9,4,N/A,116,4,male,96,3,1, laboratory technician ,4,N/A,0.0,18725,3,N/A,23,2,2,4,3,4,0,3,1972,N/A,no
818,24,no,travel_rarely,1353, sales ,3,2,other,128,1,female,33,3,2, sales executive ,3,married,0.0,17519,0,no,21,1,1,2,2,3,0,2,1999, sales executive  -  sales ,no
819,44,no,N/A,489,N/A,23,3,N/A,132,2,male,0,3,2, laboratory technician ,2,married,0.0,25043,4,N/A,12,3,1,3,4,3,1,2,1979,N/A,no
820,37,yes,travel_rarely,807,N/A,6,4,human resources,133,3,male,63,3,1, human resources ,1,divorced,0.0,23648,4,N/A,22,4,0,3,3,3,0,2,1986,N/A,no
821,59,no,non-travel,1420,N/A,2,4,human resources,2284,3,female,32,2,5, manager ,4,N/A,18844.0,21922,9,no,21,4,1,3,3,3,2,2,1964,N/A,no
822,25,no,N/A,1280,N/A,7,1,N/A,143,4,male,0,2,1, research scientist ,4,married,0.0,26897,1,no,11,3,2,2,0,2,2,1,1998,N/A,no
823,43,no,N/A,957,N/A,0,3,medical,171,2,female,72,4,1, research scientist ,3,single,4739.0,16090,4,N/A,12,4,0,2,3,3,1,2,1980,N/A,yes
824,50,no,travel_frequently,809,N/A,12,3,N/A,2285,3,female,77,3,3, sales executive ,4,single,0.0,6645,4,no,11,4,0,3,0,2,2,1,1973,N/A,no
825,31,yes,travel_rarely,542,N/A,20,3,N/A,175,2,female,71,1,2, sales executive ,3,N/A,0.0,24788,3,yes,11,3,1,2,3,2,2,2,1992,N/A,no
826,36,no,N/A,216, research & development ,6,2,medical,178,2,male,84,3,2, manufacturing director ,2,divorced,0.0,2819,6,no,20,4,2,0,3,3,0,1,1987, manufacturing director  -  research & development ,no
827,51,yes,travel_frequently,1150,N/A,0,4,N/A,179,1,male,53,1,3, manufacturing director ,4,N/A,10650.0,25150,2,N/A,15,4,0,2,3,4,0,3,1972,N/A,no
828,25,no,N/A,0, sales ,28,3,life sciences,2286,1,male,41,2,2, sales executive ,3,N/A,0.0,24835,2,N/A,18,4,0,3,3,2,2,2,1998, sales executive  -  sales ,no
829,38,no,travel_rarely,364,N/A,3,5,technical degree,193,4,female,32,3,2, research scientist ,3,N/A,4317.0,2302,3,yes,20,2,0,2,0,3,2,2,1985,N/A,no
830,30,no,travel_rarely,201, research & development ,5,3,technical degree,197,4,female,84,3,1, research scientist ,1,divorced,0.0,10415,5,no,14,4,1,3,3,3,2,2,1993, research scientist  -  research & development ,no
831,22,no,N/A,1256,N/A,0,1,medical,2287,36,male,80,3,1, research scientist ,4,married,0.0,11992,1,no,24,1,2,6,3,2,2,2,2001,N/A,no
832,27,no,non-travel,691, research & development ,9,3,medical,218,4,male,57,3,1, research scientist ,2,N/A,2024.0,5970,6,N/A,18,4,1,1,1,2,2,2,1996, research scientist  -  research & development ,no
833,28,no,N/A,440, research & development ,21,3,medical,221,3,male,42,3,1, research scientist ,4,married,0.0,6672,1,no,11,3,1,2,1,5,0,2,1995, research scientist  -  research & development ,yes
834,27,no,N/A,1157,N/A,17,3,N/A,233,3,male,51,3,1, research scientist ,2,N/A,3058.0,13364,0,N/A,16,4,1,3,2,5,1,1,1996,N/A,no
835,56,no,travel_rarely,713,N/A,8,3,life sciences,241,3,female,67,3,1, research scientist ,1,divorced,0.0,13939,4,N/A,18,3,1,3,0,2,2,2,1967,N/A,no
836,38,no,travel_rarely,0,N/A,9,2,N/A,245,3,female,75,3,1, laboratory technician ,4,single,0.0,6319,1,N/A,12,3,0,3,0,2,2,1,1985,N/A,no
837,31,no,travel_rarely,140,N/A,12,1,medical,246,3,female,95,3,1, research scientist ,4,N/A,3929.0,6984,8,N/A,23,3,1,0,3,4,0,2,1992,N/A,yes
838,34,no,travel_rarely,629,N/A,27,2,medical,247,4,female,95,3,1, research scientist ,2,N/A,0.0,5711,2,no,15,4,0,3,3,3,1,2,1989,N/A,no
839,50,no,N/A,328, research & development ,1,3,N/A,249,3,male,86,2,1, laboratory technician ,3,N/A,0.0,3425,2,N/A,15,4,1,2,2,3,0,2,1973, laboratory technician  -  research & development ,no
840,53,no,N/A,1084,N/A,13,2,N/A,250,4,female,0,4,2, manufacturing director ,1,divorced,0.0,26250,1,no,11,3,2,3,3,4,1,3,1970,N/A,no
841,35,no,travel_frequently,0,N/A,0,3,medical,269,2,female,37,3,2, laboratory technician ,2,single,4425.0,15986,5,N/A,11,4,0,5,3,6,1,2,1988,N/A,yes
842,27,no,travel_frequently,472,N/A,1,1,N/A,2288,3,male,60,2,2, manufacturing director ,1,married,0.0,9679,5,N/A,19,3,1,1,3,2,2,0,1996,N/A,no
843,40,no,N/A,905,N/A,0,2,N/A,2289,3,male,99,3,2, laboratory technician ,4,married,0.0,16523,8,N/A,15,3,1,2,4,7,3,7,1983,N/A,no
844,22,no,N/A,1136,N/A,0,3,life sciences,2290,22,male,60,4,1, research scientist ,2,N/A,2328.0,12392,1,N/A,16,1,1,2,2,4,2,2,2001,N/A,no
845,40,no,N/A,1151,N/A,0,5,life sciences,287,4,male,63,2,2, healthcare representative ,4,N/A,0.0,14242,9,no,14,4,1,5,1,3,0,2,1983,N/A,yes
846,46,no,N/A,644,N/A,1,4,N/A,288,4,male,0,3,3, healthcare representative ,1,N/A,0.0,12368,7,no,16,3,1,3,3,4,0,3,1977,N/A,no
847,30,yes,N/A,1005,N/A,3,3,technical degree,297,4,female,88,3,1, research scientist ,1,N/A,2657.0,8556,5,yes,11,3,0,5,3,5,0,4,1993,N/A,no
848,29,yes,N/A,992,N/A,1,3,N/A,2291,3,male,85,3,1, research scientist ,3,single,0.0,19757,0,N/A,14,4,0,1,2,6,1,5,1994,N/A,no
849,54,no,N/A,1147,N/A,3,3,N/A,303,4,female,52,3,2, sales executive ,1,married,5940.0,17011,2,N/A,14,4,1,4,3,6,0,5,1969,N/A,no
850,33,no,travel_rarely,147, research & development ,4,4,N/A,305,3,female,47,2,1, research scientist ,2,married,2622.0,13248,6,N/A,21,4,0,3,3,3,1,1,1990, research scientist  -  research & development ,no
851,52,no,travel_rarely,1323,N/A,2,3,N/A,316,3,female,89,2,1, laboratory technician ,4,single,3212.0,3300,7,N/A,15,2,0,3,2,2,2,2,1971,N/A,no
852,59,no,travel_rarely,818, human resources ,6,2,medical,2292,2,male,0,3,1, human resources ,3,married,0.0,25657,8,N/A,17,4,0,2,2,2,2,2,1964, human resources  -  human resources ,no
853,32,yes,N/A,515,N/A,1,3,N/A,2293,4,male,62,2,1, laboratory technician ,3,single,0.0,9571,0,N/A,14,4,0,2,1,3,1,2,1991,N/A,no
854,39,no,N/A,1431,N/A,0,4,medical,332,24,female,96,3,1, laboratory technician ,3,divorced,0.0,15417,7,no,14,3,3,1,3,3,1,2,1984,N/A,no
855,32,no,non-travel,976,N/A,26,4,marketing,2294,3,male,100,3,2, sales executive ,4,N/A,0.0,12069,0,no,18,1,0,2,3,3,2,2,1991,N/A,no
856,31,no,N/A,1327,N/A,3,4,medical,337,2,male,73,3,3, research director ,3,divorced,0.0,13523,9,no,12,1,1,3,3,2,2,2,1992,N/A,no
857,33,no,travel_rarely,832,N/A,5,4,life sciences,338,3,female,63,2,1, research scientist ,4,married,2911.0,14776,1,N/A,13,3,1,2,2,2,0,2,1990,N/A,yes
858,45,no,N/A,1199,N/A,0,4,life sciences,341,1,male,77,4,2, manufacturing director ,3,N/A,0.0,5118,4,N/A,17,4,1,1,3,3,0,2,1978,N/A,yes
859,42,no,N/A,916, research & development ,17,2,N/A,347,4,female,82,4,2, research scientist ,1,single,0.0,23016,3,yes,13,3,0,1,3,3,0,2,1981, research scientist  -  research & development ,no
860,29,no,N/A,1247,N/A,0,2,marketing,349,4,male,45,3,2, sales executive ,4,divorced,6931.0,10732,2,no,14,4,1,2,3,3,0,2,1994,N/A,no
861,25,no,travel_rarely,685,N/A,1,3,N/A,350,1,female,62,3,2, manufacturing director ,3,married,0.0,7505,0,no,12,4,2,3,3,4,1,2,1998,N/A,no
862,32,no,N/A,128,N/A,2,1,N/A,362,4,male,84,2,2, laboratory technician ,1,N/A,2176.0,19737,4,no,13,4,0,5,3,6,0,4,1991,N/A,no
863,28,no,travel_rarely,1158,N/A,9,3,N/A,2295,4,male,94,3,1, research scientist ,4,married,0.0,2613,1,no,23,4,1,3,0,5,0,4,1995,N/A,no
864,21,no,travel_rarely,996,N/A,3,2,N/A,379,4,male,100,2,1, research scientist ,3,single,3230.0,10531,1,no,17,1,0,4,4,3,1,0,2002,N/A,no
865,37,no,non-travel,728,N/A,1,4,medical,380,1,female,80,3,3, research director ,4,divorced,0.0,11677,2,yes,18,1,2,2,3,5,0,2,1986,N/A,no
866,38,no,travel_rarely,688,N/A,23,4,life sciences,393,4,male,82,3,2, healthcare representative ,4,N/A,0.0,18899,9,N/A,14,2,1,2,3,2,1,2,1985,N/A,no
867,26,yes,travel_rarely,1449,N/A,16,4,medical,394,1,male,45,3,1, laboratory technician ,2,divorced,0.0,14180,2,yes,13,4,1,2,3,3,0,2,1997,N/A,no
868,49,no,N/A,636,N/A,10,4,life sciences,396,3,female,0,3,5, research director ,1,single,18665.0,25594,9,yes,11,4,0,4,3,3,1,2,1974,N/A,no
869,31,no,travel_frequently,444, sales ,5,3,N/A,2296,4,female,84,3,1, sales representative ,2,divorced,2789.0,3909,1,N/A,11,3,1,5,2,2,2,2,1992, sales representative  -  sales ,no
870,37,no,travel_frequently,889,N/A,9,3,medical,403,2,male,53,3,1, research scientist ,4,married,0.0,11411,1,N/A,12,3,3,3,2,4,1,2,1986,N/A,no
871,31,no,travel_rarely,691, research & development ,0,4,N/A,423,11,male,86,3,1, research scientist ,4,married,0.0,10077,0,N/A,12,3,1,4,3,5,0,3,1992, research scientist  -  research & development ,no
872,31,no,travel_rarely,106,N/A,2,3,human resources,424,1,male,62,2,2, human resources ,1,N/A,6410.0,17822,3,no,12,4,0,1,3,2,1,0,1992,N/A,no
873,31,no,N/A,0, research & development ,2,4,N/A,2297,3,male,32,3,1, research scientist ,4,N/A,0.0,7747,0,N/A,18,2,1,2,1,2,2,2,1992, research scientist  -  research & development ,no
874,52,yes,N/A,723,N/A,0,4,medical,433,17,male,85,2,2, research scientist ,2,N/A,4941.0,17747,2,no,15,1,0,3,2,8,7,7,1971,N/A,no
875,28,yes,N/A,1157,N/A,2,4,medical,440,1,male,84,1,1, research scientist ,4,married,0.0,24737,5,yes,13,4,0,4,2,3,2,2,1995,N/A,no
876,47,no,travel_rarely,1482,N/A,5,5,N/A,447,4,male,42,3,5, research director ,3,married,0.0,16375,4,N/A,11,2,1,2,3,3,1,1,1976,N/A,no
877,29,no,N/A,738,N/A,9,5,other,455,2,male,30,2,1, laboratory technician ,4,N/A,3983.0,7621,0,no,17,3,0,2,0,3,2,2,1994,N/A,no
878,37,no,N/A,1192,N/A,5,2,medical,460,4,male,61,3,2, manufacturing director ,4,N/A,6347.0,23177,7,no,16,3,2,2,2,6,0,4,1986,N/A,yes
879,23,no,N/A,1309,N/A,26,1,N/A,465,3,male,83,3,1, research scientist ,4,N/A,2904.0,16092,1,N/A,12,3,2,2,2,4,0,2,2000,N/A,no
880,42,no,travel_rarely,544, human resources ,2,1,N/A,470,3,male,52,3,1, human resources ,3,divorced,2696.0,24017,0,yes,11,3,1,5,3,3,1,0,1981, human resources  -  human resources ,no
881,30,no,N/A,641, sales ,25,2,N/A,475,4,female,85,3,2, sales executive ,3,N/A,0.0,6069,7,N/A,12,2,1,2,4,2,2,2,1993, sales executive  -  sales ,no
882,21,yes,N/A,756,N/A,0,1,N/A,478,1,female,99,2,1, sales representative ,2,single,2174.0,9150,1,N/A,11,3,0,3,3,3,1,2,2002,N/A,yes
883,57,no,travel_rarely,593,N/A,1,4,medical,482,4,male,88,3,2, healthcare representative ,3,N/A,6755.0,2967,2,no,11,3,0,2,3,3,1,2,1966,N/A,no
884,21,no,N/A,895,N/A,9,2,N/A,2298,1,male,39,3,1, sales representative ,4,single,0.0,2851,1,N/A,24,3,0,3,2,3,2,2,2002,N/A,no
885,31,no,travel_rarely,408,N/A,9,4,life sciences,2299,3,male,42,2,1, research scientist ,2,N/A,2657.0,7551,0,N/A,16,4,0,5,3,2,2,2,1992,N/A,no
886,29,no,N/A,1283, research & development ,0,3,N/A,495,17,male,54,3,1, research scientist ,4,N/A,0.0,18168,9,no,16,4,0,4,3,3,1,2,1994, research scientist  -  research & development ,no
887,27,no,travel_rarely,1469,N/A,1,2,N/A,2300,4,male,82,3,1, laboratory technician ,2,N/A,0.0,17881,1,no,11,2,1,2,3,5,0,4,1996,N/A,no
888,49,no,travel_rarely,1261,N/A,7,3,other,2301,2,male,31,2,3, healthcare representative ,3,single,10965.0,12066,8,no,24,3,0,2,3,5,0,0,1974,N/A,yes
889,36,no,travel_rarely,329,N/A,2,3,N/A,501,4,female,96,3,1, research scientist ,3,married,2543.0,11868,4,no,13,2,1,3,3,2,2,2,1987,N/A,yes
890,34,yes,non-travel,1362,N/A,19,3,marketing,502,1,male,67,4,2, sales executive ,4,N/A,5304.0,4652,8,yes,13,2,0,3,2,5,0,4,1989,N/A,no
891,24,no,N/A,1371,N/A,10,4,marketing,507,4,female,77,3,2, sales executive ,3,divorced,0.0,5915,1,yes,12,4,1,2,4,5,0,3,1999,N/A,no
892,42,no,N/A,201,N/A,1,4,N/A,517,2,female,0,3,1, laboratory technician ,1,N/A,0.0,20490,3,no,16,2,1,5,3,5,1,2,1981,N/A,yes
893,54,no,N/A,821,N/A,5,2,medical,522,1,male,86,3,5, research director ,1,married,19406.0,8509,4,N/A,11,3,1,4,2,4,1,2,1969,N/A,no
894,34,no,N/A,1381,N/A,4,4,N/A,523,3,female,72,3,2, sales executive ,3,married,6538.0,12740,9,no,15,1,1,3,3,3,1,2,1989,N/A,no
895,43,no,N/A,313,N/A,21,3,N/A,525,4,male,61,3,1, laboratory technician ,4,N/A,2258.0,15238,7,N/A,20,1,1,1,3,3,1,2,1980,N/A,no
896,43,no,travel_rarely,1473,N/A,8,4,other,526,3,female,74,3,2, healthcare representative ,3,N/A,0.0,2227,4,yes,14,4,0,3,3,5,0,2,1980,N/A,no
897,31,no,travel_rarely,329,N/A,1,2,N/A,530,4,male,98,2,1, laboratory technician ,1,married,2218.0,16193,1,no,12,3,1,3,0,4,3,2,1992,N/A,no
898,25,yes,travel_rarely,688,N/A,3,3,medical,2302,1,male,91,3,1, laboratory technician ,1,married,0.0,9396,5,no,13,3,1,5,0,2,0,2,1998,N/A,yes
899,45,no,N/A,192,N/A,10,2,life sciences,544,1,male,69,3,1, research scientist ,4,married,2654.0,9655,3,no,21,4,2,3,2,2,0,2,1978,N/A,no
900,52,no,travel_rarely,1490,N/A,4,2,life sciences,2303,4,female,0,3,4, manager ,4,married,0.0,10310,2,no,13,4,0,2,1,5,1,4,1971,N/A,no
901,34,yes,travel_frequently,296,N/A,6,2,N/A,555,4,female,33,1,1, sales representative ,3,N/A,0.0,12253,0,no,16,4,1,3,2,2,1,0,1989,N/A,no
902,26,no,travel_rarely,1349,N/A,23,3,life sciences,2304,1,female,90,3,1, research scientist ,4,divorced,0.0,3032,1,no,22,2,2,3,1,3,0,2,1997,N/A,no
903,29,no,N/A,986,N/A,3,4,N/A,564,2,male,93,2,3, research director ,3,N/A,11935.0,21526,1,no,18,3,0,2,3,10,0,7,1994,N/A,yes
904,29,yes,N/A,408,N/A,25,5,technical degree,2305,3,female,71,2,1, research scientist ,2,married,2546.0,18300,5,no,16,2,0,2,4,2,1,1,1994,N/A,no
905,46,no,N/A,1009,N/A,2,3,life sciences,2306,1,male,51,3,4, research director ,3,married,17861.0,2288,6,no,13,3,0,2,1,3,0,1,1977,N/A,no
906,46,no,N/A,1125,N/A,10,3,marketing,580,3,female,94,2,3, sales executive ,4,N/A,0.0,11563,2,N/A,19,3,1,3,3,3,1,2,1977,N/A,no
907,30,no,travel_rarely,413, sales ,7,1,marketing,585,4,male,57,3,1, sales representative ,2,single,0.0,18398,0,N/A,14,1,0,3,3,3,1,2,1993, sales representative  -  sales ,no
908,34,yes,travel_frequently,988, human resources ,23,3,N/A,2307,2,female,43,3,3, human resources ,1,divorced,0.0,11533,9,yes,15,3,3,2,3,3,0,2,1989, human resources  -  human resources ,no
909,42,no,N/A,1474,N/A,5,2,other,591,2,male,97,3,1, laboratory technician ,3,married,0.0,9260,4,no,17,4,1,4,0,2,2,0,1981,N/A,yes
910,22,yes,N/A,1368, research & development ,0,1,technical degree,593,3,male,99,2,1, laboratory technician ,3,single,3894.0,9129,5,no,16,3,0,3,3,2,1,2,2001, laboratory technician  -  research & development ,no
911,29,no,travel_rarely,232,N/A,19,3,technical degree,611,4,male,34,3,2, manufacturing director ,4,divorced,4262.0,22645,4,no,12,2,2,2,4,3,1,2,1994,N/A,yes
912,46,no,travel_frequently,1034, research & development ,18,1,medical,624,1,female,86,3,3, healthcare representative ,3,married,10527.0,8984,5,no,11,4,0,3,2,2,1,2,1977, healthcare representative  -  research & development ,no
913,32,yes,N/A,1474, sales ,11,4,other,631,4,male,0,4,2, sales executive ,3,N/A,0.0,23914,8,N/A,12,4,0,2,3,4,1,2,1991, sales executive  -  sales ,no
914,24,no,N/A,0,N/A,24,3,medical,632,4,male,38,3,1, sales representative ,4,N/A,2400.0,5530,0,no,13,3,2,3,3,2,2,1,1999,N/A,no
915,35,no,travel_rarely,538,N/A,25,2,N/A,652,1,male,54,2,2, laboratory technician ,4,single,3681.0,14004,4,no,14,4,0,3,3,3,0,2,1988,N/A,no
916,42,no,N/A,622,N/A,2,4,life sciences,659,3,female,81,3,2, healthcare representative ,4,married,0.0,5718,1,no,13,2,2,4,3,10,2,2,1981,N/A,no
917,48,no,travel_rarely,1236,N/A,1,4,N/A,664,4,female,40,2,4, manager ,1,married,0.0,17997,7,no,11,1,1,3,1,3,0,2,1975,N/A,no
918,44,no,travel_rarely,1112,N/A,1,4,N/A,665,1,female,50,2,2, human resources ,3,N/A,0.0,26894,4,no,11,2,0,1,4,2,0,2,1979,N/A,no
919,34,no,N/A,204, sales ,14,3,N/A,666,3,female,31,3,1, sales representative ,3,N/A,0.0,2912,1,yes,18,4,2,3,3,8,0,6,1989, sales representative  -  sales ,no
920,21,no,N/A,1343,N/A,22,1,technical degree,2308,3,male,49,3,1, sales representative ,3,N/A,3447.0,24444,1,N/A,11,3,0,2,3,3,1,2,2002,N/A,no
